CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting
202475,0,45,Self Enquiry,1,17,Salaried,Male,3
202476,0,31,Self Enquiry,1,16,Small Business,Male,3
202477,1,40,Self Enquiry,3,12,Large Business,Male,3
202478,1,25,Self Enquiry,1,7,Small Business,Male,4
202479,0,44,Self Enquiry,1,9,Small Business,Female,4
202480,1,51,Self Enquiry,3,10,Small Business,Male,3
202481,0,36,Self Enquiry,3,9,Small Business,Female,4
202482,0,37,Self Enquiry,1,12,Salaried,Female,3
202483,0,34,Company Invited,3,7,Salaried,Female,3
202484,0,36,Self Enquiry,1,11,Salaried,Male,4
202485,0,28,Self Enquiry,1,9,Salaried,Female,3
202486,1,27,Self Enquiry,1,32,Salaried,Male,3
202487,0,28,Company Invited,3,15,Salaried,Male,3
202488,0,31,Company Invited,1,7,Small Business,Female,3
202489,1,42,Self Enquiry,1,19,Large Business,Female,3
202490,0,35,Company Invited,3,30,Small Business,Male,4
202491,0,38,Self Enquiry,1,26,Salaried,Male,4
202492,0,47,Company Invited,3,12,Small Business,Male,4
202493,0,36,Self Enquiry,1,15,Salaried,Male,3
202494,1,49,Self Enquiry,1,7,Salaried,Male,4
202495,1,29,Self Enquiry,1,12,Large Business,Male,3
202496,0,45,Self Enquiry,3,7,Small Business,Female,4
202497,0,36,Company Invited,1,18,Small Business,Male,4
202498,0,27,Self Enquiry,3,30,Small Business,Female,3
202499,0,34,Company Invited,1,7,Salaried,Female,4
202500,0,36,Company Invited,3,25,Salaried,Male,4
202501,0,36,Self Enquiry,1,30,Small Business,Female,2
202502,0,32,Self Enquiry,1,14,Salaried,Male,3
202503,0,38,Self Enquiry,1,7,Salaried,Male,3
202504,0,33,Self Enquiry,1,7,Small Business,Male,3
202505,0,39,Company Invited,1,36,Salaried,Female,3
202506,0,51,Self Enquiry,1,14,Small Business,Female,3
202507,0,60,Self Enquiry,3,32,Salaried,Fe Male,3
202508,0,37,Self Enquiry,1,15,Large Business,Female,3
202509,0,56,Self Enquiry,1,15,Small Business,Female,3
202510,0,37,Company Invited,1,18,Salaried,Male,4
202511,0,46,Self Enquiry,1,14,Salaried,Male,3
202512,0,36,Company Invited,1,7,Small Business,Male,4
202513,1,37,Self Enquiry,1,16,Small Business,Male,4
202514,0,60,Company Invited,3,7,Salaried,Fe Male,3
202515,0,30,Self Enquiry,1,9,Salaried,Male,4
202516,0,32,Self Enquiry,1,7,Small Business,Male,3
202517,0,33,Self Enquiry,1,7,Salaried,Male,4
202518,0,37,Self Enquiry,1,13,Salaried,Female,3
202519,0,32,Self Enquiry,1,15,Salaried,Female,4
202520,0,36,Self Enquiry,3,7,Small Business,Male,3
202521,0,46,Self Enquiry,1,13,Salaried,Male,3
202522,0,38,Self Enquiry,1,14,Small Business,Male,2
202523,0,47,Self Enquiry,2,12,Small Business,Male,4
202524,0,31,Self Enquiry,1,7,Salaried,Male,3
202525,0,36,Self Enquiry,1,7,Small Business,Male,2
202526,0,56,Self Enquiry,3,7,Salaried,Male,4
202527,0,39,Company Invited,1,13,Small Business,Female,4
202528,0,35,Self Enquiry,1,7,Small Business,Male,4
202529,0,57,Self Enquiry,1,14,Salaried,Male,3
202530,0,24,Self Enquiry,3,9,Large Business,Male,4
202531,0,52,Self Enquiry,1,16,Salaried,Male,4
202532,0,31,Self Enquiry,1,9,Salaried,Male,3
202533,1,47,Self Enquiry,3,16,Small Business,Male,4
202534,0,41,Company Invited,1,7,Salaried,Male,4
202535,0,52,Self Enquiry,3,28,Small Business,Male,4
202536,0,31,Self Enquiry,3,11,Small Business,Female,4
202537,0,47,Company Invited,1,7,Small Business,Male,3
202538,0,33,Self Enquiry,3,13,Small Business,Male,3
202539,0,55,Self Enquiry,1,9,Large Business,Female,3
202540,0,25,Self Enquiry,3,10,Salaried,Female,3
202541,0,29,Company Invited,3,11,Small Business,Male,3
202542,0,59,Self Enquiry,3,17,Small Business,Male,3
202543,0,45,Company Invited,1,30,Small Business,Male,4
202544,1,38,Self Enquiry,2,13,Salaried,Male,4
202545,0,33,Self Enquiry,1,7,Salaried,Male,4
202546,1,21,Company Invited,1,13,Salaried,Female,4
202547,0,35,Self Enquiry,1,13,Salaried,Female,3
202548,0,38,Company Invited,1,9,Salaried,Male,4
202549,0,60,Company Invited,2,9,Salaried,Female,3
202550,0,51,Company Invited,1,7,Salaried,Female,4
202551,1,26,Self Enquiry,3,12,Small Business,Male,3
202552,0,26,Self Enquiry,1,14,Small Business,Male,4
202553,0,23,Self Enquiry,1,22,Small Business,Female,3
202554,0,52,Company Invited,1,7,Small Business,Fe Male,2
202555,1,35,Company Invited,1,14,Salaried,Male,4
202556,0,55,Company Invited,2,33,Salaried,Female,2
202557,0,25,Self Enquiry,1,25,Salaried,Male,3
202558,0,35,Self Enquiry,1,13,Salaried,Female,3
202559,0,38,Self Enquiry,3,10,Salaried,Male,3
202560,0,35,Self Enquiry,1,12,Small Business,Female,3
202561,0,37,Company Invited,3,18,Large Business,Female,4
202562,0,37,Self Enquiry,1,10,Salaried,Female,3
202563,0,44,Company Invited,3,33,Salaried,Male,4
202564,0,31,Company Invited,1,30,Salaried,Male,4
202565,0,34,Company Invited,3,29,Small Business,Male,4
202566,1,57,Self Enquiry,1,21,Salaried,Female,4
202567,0,52,Self Enquiry,1,13,Salaried,Male,3
202568,1,32,Self Enquiry,3,13,Salaried,Male,4
202569,0,27,Self Enquiry,1,13,Salaried,Female,3
202570,1,59,Self Enquiry,1,30,Small Business,Female,4
202571,1,20,Self Enquiry,3,29,Small Business,Male,3
202572,0,23,Self Enquiry,1,9,Large Business,Male,4
202573,0,50,Self Enquiry,1,27,Small Business,Female,4
202574,0,44,Company Invited,1,35,Small Business,Female,4
202575,0,51,Company Invited,3,19,Small Business,Fe Male,4
202576,1,32,Self Enquiry,3,27,Salaried,Female,4
202577,0,42,Self Enquiry,3,16,Salaried,Male,4
202578,0,27,Self Enquiry,2,32,Salaried,Female,4
202579,0,37,Self Enquiry,1,13,Small Business,Male,3
202580,1,52,Company Invited,1,15,Salaried,Male,3
202581,0,40,Self Enquiry,3,11,Salaried,Female,3
202582,0,26,Self Enquiry,3,35,Salaried,Male,3
202583,0,31,Self Enquiry,2,16,Salaried,Male,3
202584,1,33,Self Enquiry,1,16,Small Business,Female,3
202585,0,46,Self Enquiry,1,36,Small Business,Male,3
202586,0,39,Self Enquiry,1,10,Large Business,Female,3
202587,0,31,Self Enquiry,1,25,Salaried,Female,4
202588,0,33,Company Invited,3,16,Small Business,Male,3
202589,0,31,Self Enquiry,1,12,Large Business,Female,3
202590,0,31,Self Enquiry,1,9,Small Business,Male,3
202591,0,42,Company Invited,1,17,Salaried,Male,4
202592,0,42,Self Enquiry,1,16,Salaried,Male,4
202593,0,20,Self Enquiry,1,10,Small Business,Female,4
202594,0,41,Company Invited,1,33,Small Business,Female,3
202595,0,36,Self Enquiry,3,7,Small Business,Male,4
202596,0,54,Self Enquiry,3,13,Small Business,Male,3
202597,0,46,Self Enquiry,1,16,Salaried,Male,3
202598,0,33,Company Invited,3,15,Small Business,Fe Male,3
202599,0,30,Company Invited,1,7,Large Business,Male,3
202600,0,52,Self Enquiry,1,14,Small Business,Male,3
202601,0,59,Self Enquiry,1,16,Small Business,Female,4
202602,0,41,Self Enquiry,3,11,Small Business,Male,4
202603,0,35,Company Invited,3,9,Small Business,Female,4
202604,0,23,Self Enquiry,1,26,Small Business,Male,4
202605,0,28,Company Invited,1,16,Small Business,Male,3
202606,0,29,Self Enquiry,1,28,Small Business,Male,3
202607,0,58,Self Enquiry,1,31,Salaried,Male,3
202608,0,28,Company Invited,1,10,Small Business,Male,4
202609,0,51,Self Enquiry,1,18,Salaried,Female,3
202610,0,42,Self Enquiry,1,21,Salaried,Male,3
202611,0,31,Self Enquiry,3,12,Salaried,Female,3
202612,0,39,Self Enquiry,3,7,Salaried,Fe Male,3
202613,0,33,Self Enquiry,1,13,Salaried,Male,3
202614,0,28,Self Enquiry,1,24,Large Business,Male,3
202615,1,20,Company Invited,3,7,Large Business,Female,4
202616,0,37,Company Invited,1,10,Small Business,Male,2
202617,0,31,Company Invited,1,16,Small Business,Male,4
202618,0,46,Self Enquiry,3,11,Salaried,Female,2
202619,0,57,Self Enquiry,1,15,Salaried,Female,4
202620,0,34,Self Enquiry,1,9,Salaried,Male,3
202621,1,20,Self Enquiry,1,,Salaried,Male,3
202622,0,47,Self Enquiry,3,7,Small Business,Female,4
202623,0,39,Self Enquiry,1,16,Salaried,Female,4
202624,0,32,Self Enquiry,1,19,Small Business,Female,4
202625,0,35,Self Enquiry,1,34,Small Business,Female,4
202626,1,42,Self Enquiry,3,27,Small Business,Female,4
202627,0,51,Self Enquiry,1,7,Small Business,Male,3
202628,0,54,Self Enquiry,1,20,Small Business,Female,3
202629,0,34,Self Enquiry,1,21,Small Business,Female,4
202630,0,41,Self Enquiry,1,11,Small Business,Female,3
202631,0,56,Self Enquiry,1,21,Small Business,Male,4
202632,0,35,Company Invited,1,9,Salaried,Male,3
202633,0,52,Self Enquiry,1,10,Small Business,Female,4
202634,0,53,Self Enquiry,1,7,Salaried,Male,4
202635,0,28,Self Enquiry,1,16,Small Business,Female,3
202636,1,36,Self Enquiry,1,30,Salaried,Male,3
202637,0,44,Company Invited,1,14,Small Business,Male,3
202638,0,46,Company Invited,1,9,Small Business,Male,4
202639,0,38,Self Enquiry,1,28,Salaried,Male,4
202640,0,36,Company Invited,1,9,Small Business,Female,3
202641,0,43,Company Invited,1,28,Small Business,Female,3
202642,0,39,Self Enquiry,1,9,Salaried,Male,3
202643,0,39,Self Enquiry,1,36,Large Business,Male,3
202644,0,28,Company Invited,1,7,Large Business,Male,3
202645,0,50,Company Invited,1,25,Salaried,Male,4
202646,0,35,Company Invited,1,17,Small Business,Male,3
202647,0,41,Self Enquiry,1,26,Small Business,Male,3
202648,1,39,Self Enquiry,1,36,Small Business,Male,4
202649,1,30,Self Enquiry,3,34,Small Business,Female,3
202650,0,23,Self Enquiry,1,12,Salaried,Male,3
202651,0,37,Company Invited,1,25,Small Business,Female,4
202652,0,41,Company Invited,1,16,Salaried,Male,4
202653,0,47,Self Enquiry,1,7,Small Business,Male,4
202654,1,33,Self Enquiry,3,11,Small Business,Male,3
202655,0,31,Company Invited,1,7,Salaried,Male,3
202656,0,28,Company Invited,3,27,Salaried,Fe Male,3
202657,0,52,Self Enquiry,1,15,Salaried,Male,3
202658,1,31,Self Enquiry,1,10,Large Business,Female,3
202659,0,42,Self Enquiry,3,13,Salaried,Female,4
202660,1,31,Company Invited,3,33,Small Business,Fe Male,3
202661,1,30,Self Enquiry,1,7,Large Business,Male,3
202662,0,46,Company Invited,3,13,Small Business,Fe Male,3
202663,0,55,Self Enquiry,3,10,Small Business,Female,3
202664,0,37,Self Enquiry,1,12,Salaried,Male,4
202665,0,34,Self Enquiry,1,11,Small Business,Female,3
202666,0,38,Company Invited,1,18,Salaried,Male,3
202667,0,39,Self Enquiry,3,10,Salaried,Male,4
202668,0,32,Company Invited,1,7,Small Business,Male,3
202669,0,60,Self Enquiry,1,10,Salaried,Male,4
202670,0,38,Company Invited,3,11,Small Business,Male,3
202671,0,30,Company Invited,3,7,Small Business,Female,3
202672,0,36,Company Invited,3,7,Small Business,Fe Male,4
202673,1,30,Self Enquiry,1,25,Small Business,Male,3
202674,0,53,Self Enquiry,1,9,Salaried,Female,3
202675,0,43,Self Enquiry,1,11,Large Business,Male,3
202676,0,60,Self Enquiry,2,13,Small Business,Male,3
202677,0,51,Self Enquiry,3,7,Small Business,Female,4
202678,1,34,Self Enquiry,1,21,Small Business,Male,3
202679,0,44,Self Enquiry,3,23,Small Business,Female,4
202680,1,34,Self Enquiry,1,9,Salaried,Female,3
202681,0,53,Company Invited,3,9,Salaried,Male,4
202682,0,33,Self Enquiry,3,11,Salaried,Female,3
202683,1,33,Self Enquiry,1,7,Salaried,Male,4
202684,0,40,Self Enquiry,1,7,Small Business,Female,4
202685,0,33,Company Invited,3,33,Small Business,Male,4
202686,0,42,Self Enquiry,1,26,Salaried,Male,3
202687,0,41,Self Enquiry,1,31,Large Business,Male,4
202688,0,46,Self Enquiry,1,7,Salaried,Male,4
202689,0,32,Company Invited,1,10,Small Business,Male,4
202690,0,34,Self Enquiry,1,12,Salaried,Female,4
202691,0,35,Self Enquiry,1,9,Salaried,Male,3
202692,0,38,Self Enquiry,1,7,Small Business,Female,3
202693,0,46,Company Invited,1,14,Salaried,Male,4
202694,1,38,Company Invited,1,17,Small Business,Male,4
202695,0,40,Company Invited,1,9,Large Business,Female,4
202696,0,30,Self Enquiry,1,22,Salaried,Male,3
202697,0,43,Self Enquiry,1,24,Salaried,Fe Male,3
202698,0,30,Self Enquiry,3,27,Small Business,Male,3
202699,0,26,Self Enquiry,1,7,Salaried,Female,4
202700,0,43,Self Enquiry,1,9,Small Business,Female,3
202701,0,41,Self Enquiry,1,9,Small Business,Male,3
202702,0,52,Self Enquiry,1,7,Salaried,Male,4
202703,1,32,Company Invited,1,36,Small Business,Male,4
202704,0,33,Company Invited,1,14,Salaried,Male,4
202705,0,39,Company Invited,3,9,Salaried,Male,3
202706,0,33,Self Enquiry,1,9,Large Business,Male,3
202707,0,47,Self Enquiry,3,9,Large Business,Female,4
202708,1,29,Self Enquiry,1,9,Salaried,Male,4
202709,0,30,Self Enquiry,3,9,Small Business,Male,4
202710,0,32,Self Enquiry,1,30,Small Business,Male,4
202711,0,26,Company Invited,1,12,Salaried,Male,3
202712,0,46,Self Enquiry,1,27,Small Business,Male,4
202713,0,37,Self Enquiry,1,13,Salaried,Male,3
202714,0,56,Self Enquiry,1,7,Small Business,Male,3
202715,1,48,Company Invited,1,36,Salaried,Male,3
202716,0,29,Self Enquiry,1,16,Small Business,Male,4
202717,0,38,Self Enquiry,3,13,Small Business,Male,4
202718,0,22,Self Enquiry,1,10,Small Business,Male,4
202719,0,38,Company Invited,1,7,Small Business,Female,2
202720,0,36,Self Enquiry,1,29,Salaried,Female,4
202721,0,39,Self Enquiry,3,14,Small Business,Female,3
202722,0,27,Company Invited,1,7,Salaried,Female,3
202723,0,51,Self Enquiry,1,11,Salaried,Male,4
202724,0,54,Self Enquiry,1,10,Small Business,Male,3
202725,0,43,Self Enquiry,3,7,Salaried,Male,3
202726,0,30,Company Invited,3,9,Salaried,Male,3
202727,0,56,Self Enquiry,1,27,Large Business,Male,3
202728,0,27,Company Invited,1,18,Small Business,Male,3
202729,0,38,Self Enquiry,1,7,Salaried,Female,3
202730,1,45,Company Invited,1,31,Salaried,Male,3
202731,0,39,Self Enquiry,1,30,Salaried,Male,3
202732,1,27,Self Enquiry,1,23,Small Business,Male,3
202733,0,29,Self Enquiry,1,15,Salaried,Female,4
202734,0,50,Company Invited,1,17,Salaried,Female,3
202735,0,37,Self Enquiry,1,10,Large Business,Male,2
202736,0,32,Company Invited,3,12,Small Business,Female,3
202737,1,27,Self Enquiry,3,11,Small Business,Male,3
202738,0,38,Company Invited,1,16,Small Business,Male,3
202739,0,43,Company Invited,3,33,Small Business,Female,4
202740,1,19,Self Enquiry,1,10,Salaried,Male,3
202741,0,36,Self Enquiry,3,23,Small Business,Male,4
202742,0,37,Company Invited,1,25,Salaried,Male,3
202743,0,52,Self Enquiry,1,9,Small Business,Male,3
202744,0,42,Self Enquiry,3,9,Salaried,Male,3
202745,0,19,Self Enquiry,3,,Small Business,Female,4
202746,0,29,Self Enquiry,1,23,Small Business,Male,4
202747,0,32,Self Enquiry,3,14,Large Business,Male,4
202748,0,40,Self Enquiry,1,7,Small Business,Male,3
202749,0,37,Company Invited,1,31,Salaried,Female,3
202750,0,33,Self Enquiry,3,14,Salaried,Male,4
202751,0,39,Self Enquiry,1,32,Salaried,Female,3
202752,0,59,Company Invited,1,7,Salaried,Male,3
202753,0,32,Self Enquiry,1,12,Large Business,Male,3
202754,0,32,Self Enquiry,2,9,Salaried,Male,4
202755,0,46,Company Invited,1,14,Salaried,Male,4
202756,0,32,Self Enquiry,1,9,Salaried,Male,3
202757,0,34,Company Invited,1,12,Salaried,Female,4
202758,0,40,Self Enquiry,1,17,Small Business,Male,3
202759,0,44,Company Invited,1,17,Salaried,Female,3
202760,0,50,Self Enquiry,1,7,Large Business,Female,3
202761,1,53,Self Enquiry,1,15,Small Business,Male,3
202762,0,28,Self Enquiry,1,12,Salaried,Female,3
202763,0,33,Self Enquiry,3,15,Large Business,Female,4
202764,0,28,Self Enquiry,3,9,Salaried,Male,4
202765,0,32,Self Enquiry,3,14,Small Business,Male,4
202766,0,33,Self Enquiry,1,9,Small Business,Fe Male,4
202767,1,29,Self Enquiry,1,9,Small Business,Male,3
202768,0,31,Self Enquiry,1,35,Small Business,Female,4
202769,0,32,Company Invited,1,14,Salaried,Female,3
202770,0,40,Company Invited,1,6,Small Business,Male,3
202771,1,40,Self Enquiry,3,10,Small Business,Female,3
202772,0,34,Company Invited,3,17,Small Business,Male,3
202773,0,48,Self Enquiry,1,12,Salaried,Male,3
202774,0,44,Company Invited,1,17,Salaried,Female,3
202775,0,28,Company Invited,3,7,Small Business,Male,4
202776,0,55,Company Invited,1,27,Salaried,Fe Male,3
202777,0,44,Self Enquiry,1,14,Salaried,Female,3
202778,0,46,Self Enquiry,1,15,Salaried,Male,4
202779,0,41,Self Enquiry,3,7,Small Business,Male,3
202780,1,30,Self Enquiry,1,15,Salaried,Male,4
202781,0,30,Self Enquiry,1,16,Salaried,Male,2
202782,0,31,Self Enquiry,3,12,Small Business,Female,2
202783,0,28,Self Enquiry,3,15,Small Business,Female,3
202784,0,38,Self Enquiry,1,12,Small Business,Male,4
202785,0,39,Self Enquiry,1,22,Salaried,Male,4
202786,0,32,Self Enquiry,1,14,Small Business,Fe Male,3
202787,0,30,Self Enquiry,3,17,Small Business,Female,3
202788,0,36,Self Enquiry,1,12,Large Business,Male,4
202789,0,24,Self Enquiry,1,33,Salaried,Male,3
202790,0,42,Self Enquiry,1,13,Small Business,Male,4
202791,0,48,Company Invited,3,11,Small Business,Male,3
202792,0,43,Self Enquiry,1,30,Salaried,Female,3
202793,0,30,Company Invited,3,9,Salaried,Male,4
202794,0,43,Self Enquiry,2,9,Large Business,Male,3
202795,0,33,Self Enquiry,1,9,Small Business,Female,4
202796,0,49,Self Enquiry,3,36,Small Business,Female,4
202797,0,38,Self Enquiry,1,13,Small Business,Male,3
202798,0,31,Company Invited,3,32,Large Business,Female,3
202799,0,27,Self Enquiry,3,7,Salaried,Male,3
202800,0,43,Self Enquiry,1,9,Salaried,Male,4
202801,1,22,Company Invited,3,7,Large Business,Female,3
202802,0,37,Company Invited,3,7,Small Business,Fe Male,3
202803,0,37,Company Invited,3,10,Small Business,Male,3
202804,0,58,Self Enquiry,1,7,Small Business,Male,3
202805,0,41,Self Enquiry,1,17,Salaried,Female,3
202806,0,22,Company Invited,3,16,Small Business,Male,3
202807,1,34,Self Enquiry,3,12,Small Business,Female,3
202808,0,38,Self Enquiry,1,17,Small Business,Female,4
202809,0,47,Company Invited,1,14,Small Business,Female,2
202810,1,42,Company Invited,3,11,Small Business,Male,3
202811,0,51,Self Enquiry,1,17,Large Business,Male,4
202812,1,41,Self Enquiry,3,29,Small Business,Male,4
202813,0,32,Self Enquiry,1,16,Salaried,Male,3
202814,1,22,Self Enquiry,3,19,Salaried,Female,3
202815,0,30,Self Enquiry,1,30,Salaried,Male,3
202816,0,36,Self Enquiry,1,16,Salaried,Male,4
202817,0,28,Self Enquiry,1,7,Small Business,Male,3
202818,0,29,Self Enquiry,3,16,Salaried,Male,4
202819,0,50,Self Enquiry,1,14,Salaried,Male,3
202820,0,52,Self Enquiry,3,21,Salaried,Female,3
202821,0,37,Self Enquiry,1,9,Salaried,Female,4
202822,1,35,Company Invited,3,26,Small Business,Male,4
202823,0,56,Self Enquiry,1,9,Salaried,Female,4
202824,0,25,Self Enquiry,3,17,Small Business,Female,4
202825,0,31,Self Enquiry,3,9,Large Business,Male,4
202826,1,27,Company Invited,1,10,Large Business,Male,4
202827,0,23,Self Enquiry,1,18,Small Business,Female,3
202828,0,37,Self Enquiry,3,9,Small Business,Male,4
202829,1,31,Company Invited,1,11,Large Business,Male,3
202830,0,38,Self Enquiry,1,21,Salaried,Female,4
202831,0,41,Self Enquiry,3,9,Small Business,Female,3
202832,0,43,Self Enquiry,1,7,Salaried,Female,4
202833,0,38,Self Enquiry,1,17,Salaried,Male,3
202834,0,44,Self Enquiry,1,19,Salaried,Male,3
202835,0,41,Self Enquiry,1,9,Small Business,Female,4
202836,0,55,Self Enquiry,1,12,Small Business,Male,3
202837,0,35,Company Invited,3,11,Small Business,Female,4
202838,0,32,Self Enquiry,1,14,Small Business,Female,3
202839,0,44,Company Invited,1,28,Small Business,Male,4
202840,0,44,Self Enquiry,1,15,Salaried,Female,4
202841,0,26,Self Enquiry,3,11,Salaried,Female,3
202842,0,38,Company Invited,1,32,Small Business,Female,4
202843,0,32,Self Enquiry,1,7,Salaried,Male,4
202844,0,40,Company Invited,1,7,Salaried,Male,3
202845,0,57,Company Invited,3,13,Salaried,Female,3
202846,0,31,Self Enquiry,3,19,Large Business,Fe Male,3
202847,0,42,Self Enquiry,3,7,Small Business,Male,3
202848,0,29,Self Enquiry,1,24,Small Business,Male,4
202849,1,26,Self Enquiry,1,10,Small Business,Male,4
202850,0,53,Self Enquiry,1,10,Small Business,Male,3
202851,0,46,Self Enquiry,1,17,Salaried,Male,4
202852,0,53,Self Enquiry,1,11,Salaried,Female,2
202853,0,43,Company Invited,1,36,Salaried,Female,4
202854,0,31,Self Enquiry,1,9,Salaried,Fe Male,3
202855,0,61,Self Enquiry,1,14,Salaried,Female,3
202856,0,47,Self Enquiry,1,25,Small Business,Female,3
202857,0,43,Company Invited,1,35,Large Business,Female,3
202858,1,25,Self Enquiry,3,7,Large Business,Female,4
202859,1,35,Company Invited,3,13,Small Business,Female,3
202860,0,39,Company Invited,1,9,Salaried,Male,3
202861,0,41,Self Enquiry,3,9,Salaried,Female,4
202862,0,27,Self Enquiry,1,30,Salaried,Female,3
202863,0,31,Company Invited,1,10,Salaried,Male,3
202864,0,30,Self Enquiry,1,10,Small Business,Male,4
202865,1,30,Self Enquiry,1,32,Large Business,Female,4
202866,1,20,Self Enquiry,2,9,Large Business,Male,3
202867,0,31,Company Invited,3,29,Salaried,Female,4
202868,0,58,Self Enquiry,3,36,Small Business,Male,3
202869,0,51,Self Enquiry,1,36,Salaried,Male,3
202870,0,31,Company Invited,1,9,Small Business,Female,3
202871,0,61,Company Invited,3,35,Small Business,Female,4
202872,0,48,Self Enquiry,1,9,Small Business,Female,4
202873,0,47,Self Enquiry,1,9,Salaried,Male,3
202874,0,36,Self Enquiry,1,29,Salaried,Male,3
202875,0,55,Self Enquiry,1,15,Salaried,Female,3
202876,0,35,Self Enquiry,1,9,Salaried,Male,4
202877,0,47,Self Enquiry,3,17,Small Business,Female,4
202878,0,32,Self Enquiry,1,16,Salaried,Male,3
202879,1,34,Self Enquiry,1,22,Small Business,Male,3
202880,1,34,Self Enquiry,1,17,Small Business,Male,3
202881,0,31,Self Enquiry,3,14,Small Business,Male,3
202882,0,36,Self Enquiry,1,23,Salaried,Male,4
202883,1,32,Company Invited,1,27,Salaried,Male,4
202884,1,35,Company Invited,2,30,Salaried,Female,3
202885,0,43,Company Invited,1,12,Salaried,Male,4
202886,0,37,Company Invited,3,17,Small Business,Male,3
202887,1,23,Company Invited,1,11,Large Business,Male,3
202888,0,49,Self Enquiry,3,9,Small Business,Female,3
202889,0,56,Self Enquiry,3,25,Salaried,Female,3
202890,0,42,Company Invited,3,17,Salaried,Male,3
202891,0,36,Self Enquiry,3,7,Small Business,Male,3
202892,0,41,Self Enquiry,1,13,Salaried,Female,4
202893,0,40,Company Invited,1,15,Salaried,Female,3
202894,0,32,Self Enquiry,3,9,Salaried,Male,4
202895,0,43,Self Enquiry,1,31,Small Business,Male,3
202896,0,46,Self Enquiry,3,9,Salaried,Male,4
202897,1,27,Company Invited,2,24,Salaried,Female,3
202898,0,30,Self Enquiry,1,26,Large Business,Male,3
202899,0,34,Self Enquiry,1,7,Small Business,Female,4
202900,0,32,Self Enquiry,3,14,Salaried,Male,3
202901,1,19,Company Invited,3,12,Small Business,Male,4
202902,0,41,Company Invited,3,35,Salaried,Male,3
202903,0,42,Company Invited,1,9,Salaried,Fe Male,4
202904,0,27,Self Enquiry,3,36,Small Business,Male,3
202905,0,36,Self Enquiry,3,7,Small Business,Fe Male,4
202906,0,35,Self Enquiry,3,28,Salaried,Male,4
202907,1,27,Self Enquiry,1,31,Large Business,Male,4
202908,0,38,Self Enquiry,1,7,Large Business,Fe Male,3
202909,0,47,Company Invited,1,25,Small Business,Female,3
202910,0,42,Self Enquiry,3,9,Salaried,Female,4
202911,0,38,Company Invited,3,16,Small Business,Male,4
202912,0,53,Self Enquiry,1,13,Large Business,Male,4
202913,1,33,Company Invited,3,18,Salaried,Male,3
202914,0,25,Company Invited,3,31,Small Business,Male,3
202915,0,39,Self Enquiry,1,17,Small Business,Female,4
202916,0,38,Self Enquiry,1,7,Salaried,Female,4
202917,0,50,Self Enquiry,1,25,Salaried,Male,3
202918,0,25,Self Enquiry,1,30,Small Business,Male,3
202919,0,27,Self Enquiry,3,35,Small Business,Male,4
202920,0,25,Self Enquiry,1,24,Salaried,Male,4
202921,0,51,Company Invited,2,10,Small Business,Male,3
202922,0,26,Self Enquiry,3,20,Small Business,Male,3
202923,1,25,Company Invited,1,14,Salaried,Female,3
202924,1,31,Company Invited,3,19,Salaried,Male,4
202925,0,35,Self Enquiry,1,7,Salaried,Male,3
202926,1,32,Self Enquiry,3,20,Small Business,Male,3
202927,0,36,Self Enquiry,1,32,Salaried,Male,3
202928,0,32,Self Enquiry,3,13,Small Business,Male,4
202929,0,28,Self Enquiry,1,13,Small Business,Female,4
202930,0,38,Self Enquiry,3,9,Small Business,Male,4
202931,0,21,Self Enquiry,1,7,Salaried,Female,3
202932,0,43,Self Enquiry,1,9,Salaried,Female,3
202933,0,44,Self Enquiry,1,13,Salaried,Male,3
202934,0,39,Self Enquiry,1,7,Salaried,Female,3
202935,0,44,Company Invited,1,16,Small Business,Male,4
202936,0,49,Self Enquiry,1,7,Salaried,Female,3
202937,0,45,Self Enquiry,2,7,Salaried,Fe Male,3
202938,0,35,Self Enquiry,3,21,Large Business,Female,3
202939,1,28,Self Enquiry,3,9,Small Business,Male,3
202940,0,22,Self Enquiry,3,29,Large Business,Male,3
202941,0,45,Self Enquiry,1,10,Salaried,Male,3
202942,0,23,Self Enquiry,1,13,Small Business,Male,4
202943,0,34,Self Enquiry,3,15,Small Business,Male,3
202944,0,33,Self Enquiry,1,16,Salaried,Female,4
202945,0,31,Company Invited,1,10,Small Business,Female,4
202946,0,54,Self Enquiry,3,7,Small Business,Fe Male,3
202947,0,35,Self Enquiry,1,7,Salaried,Male,3
202948,1,46,Company Invited,3,33,Salaried,Female,4
202949,0,27,Self Enquiry,1,13,Salaried,Female,4
202950,0,38,Self Enquiry,1,10,Salaried,Male,3
202951,0,30,Self Enquiry,3,10,Small Business,Female,4
202952,0,36,Self Enquiry,1,13,Salaried,Male,3
202953,0,34,Company Invited,1,13,Salaried,Male,2
202954,0,55,Self Enquiry,2,26,Small Business,Male,3
202955,0,37,Self Enquiry,1,16,Small Business,Male,3
202956,0,28,Self Enquiry,1,10,Small Business,Male,3
202957,1,21,Self Enquiry,1,,Small Business,Male,3
202958,1,34,Company Invited,1,10,Salaried,Male,4
202959,0,36,Company Invited,1,10,Salaried,Male,3
202960,0,24,Self Enquiry,1,11,Small Business,Male,3
202961,0,26,Self Enquiry,3,15,Salaried,Male,3
202962,0,39,Self Enquiry,3,14,Small Business,Female,3
