CustomerID,DateOfBirth(age),ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Totalvisiting,DateofBirth,Date(birth),Month(birth),Year(birth),TypeofContact(Allias)
202616,1988-01,0,37.0,Company Invited,1,10.0,Small Business,3.0,2013-08-24,24,8,2013,CI
202617,1994-01,0,31.0,Company Invited,1,16.0,Small Business,6.0,2015-05-04,4,5,2015,CI
202618,1979-01,0,46.0,Self Enquiry,3,11.0,Salaried,3.0,2013-08-17,17,8,2013,SE
202619,1968-01,0,57.0,Self Enquiry,1,15.0,Salaried,6.0,2011-05-20,20,5,2011,SE
202620,1991-01,0,34.0,Self Enquiry,1,9.0,Salaried,5.0,2012-11-26,26,11,2012,SE
202621,2005-01,1,20.0,Self Enquiry,1,13.0,Salaried,4.0,2012-03-03,3,3,2012,SE
202622,1978-01,0,47.0,Self Enquiry,3,7.0,Small Business,6.0,2011-07-12,12,7,2011,SE
202623,1986-01,0,39.0,Self Enquiry,1,16.0,Salaried,6.0,2015-12-28,28,12,2015,SE
202624,1993-01,0,32.0,Self Enquiry,1,19.0,Small Business,7.0,2013-10-21,21,10,2013,SE
202625,1990-01,0,35.0,Self Enquiry,1,34.0,Small Business,5.0,2015-01-30,30,1,2015,SE
202626,1983-01,1,42.0,Self Enquiry,3,27.0,Small Business,7.0,2010-06-12,12,6,2010,SE
202627,1974-01,0,51.0,Self Enquiry,1,7.0,Small Business,4.0,2010-09-09,9,9,2010,SE
202628,1971-01,0,54.0,Self Enquiry,1,20.0,Small Business,5.0,2012-02-21,21,2,2012,SE
202629,1991-01,0,34.0,Self Enquiry,1,21.0,Small Business,5.0,2013-02-24,24,2,2013,SE
202630,1984-01,0,41.0,Self Enquiry,1,11.0,Small Business,5.0,2015-01-19,19,1,2015,SE
202631,1969-01,0,56.0,Self Enquiry,1,21.0,Small Business,7.0,2012-09-07,7,9,2012,SE
202632,1990-01,0,35.0,Company Invited,1,9.0,Salaried,4.0,2011-03-02,2,3,2011,CI
202633,1973-01,0,52.0,Self Enquiry,1,10.0,Small Business,6.0,2011-06-06,6,6,2011,SE
202634,1972-01,0,53.0,Self Enquiry,1,7.0,Salaried,6.0,2011-05-08,8,5,2011,SE
202635,1997-01,0,28.0,Self Enquiry,1,16.0,Small Business,4.0,2014-01-14,14,1,2014,SE
202636,1989-01,1,36.0,Self Enquiry,1,30.0,Salaried,5.0,2012-12-09,9,12,2012,SE
202637,1981-01,0,44.0,Company Invited,1,14.0,Small Business,5.0,2012-12-22,22,12,2012,CI
202638,1979-01,0,46.0,Company Invited,1,9.0,Small Business,5.0,2015-07-10,10,7,2015,CI
202639,1987-01,0,38.0,Self Enquiry,1,28.0,Salaried,7.0,2010-02-14,14,2,2010,SE
202640,1989-01,0,36.0,Company Invited,1,9.0,Small Business,4.0,2011-12-16,16,12,2011,CI
202641,1982-01,0,43.0,Company Invited,1,28.0,Small Business,4.0,2015-05-02,2,5,2015,CI
202642,1986-01,0,39.0,Self Enquiry,1,9.0,Salaried,5.0,2015-02-05,5,2,2015,SE
202643,1986-01,0,39.0,Self Enquiry,1,36.0,Large Business,5.0,2013-10-01,1,10,2013,SE
202644,1997-01,0,28.0,Company Invited,1,7.0,Large Business,5.0,2010-08-22,22,8,2010,CI
202645,1975-01,0,50.0,Company Invited,1,25.0,Salaried,6.0,2010-02-11,11,2,2010,CI
202646,1990-01,0,35.0,Company Invited,1,17.0,Small Business,4.0,2015-05-16,16,5,2015,CI
202647,1984-01,0,41.0,Self Enquiry,1,26.0,Small Business,5.0,2015-01-17,17,1,2015,SE
202648,1986-01,1,39.0,Self Enquiry,1,36.0,Small Business,6.0,2011-10-21,21,10,2011,SE
202649,1995-01,1,30.0,Self Enquiry,3,34.0,Small Business,5.0,2012-01-02,2,1,2012,SE
202650,2002-01,0,23.0,Self Enquiry,1,12.0,Salaried,4.0,2015-10-24,24,10,2015,SE
202651,1988-01,0,37.0,Company Invited,1,25.0,Small Business,7.0,2014-01-19,19,1,2014,CI
202652,1984-01,0,41.0,Company Invited,1,16.0,Salaried,5.0,2015-01-07,7,1,2015,CI
202653,1978-01,0,47.0,Self Enquiry,1,7.0,Small Business,5.0,2013-10-05,5,10,2013,SE
202654,1992-01,1,33.0,Self Enquiry,3,11.0,Small Business,5.0,2015-10-29,29,10,2015,SE
202655,1994-01,0,31.0,Company Invited,1,7.0,Salaried,5.0,2012-10-05,5,10,2012,CI
202656,1997-01,0,28.0,Company Invited,3,27.0,Salaried,5.0,2012-05-08,8,5,2012,CI
202657,1973-01,0,52.0,Self Enquiry,1,15.0,Salaried,5.0,2014-10-29,29,10,2014,SE
202658,1994-01,1,31.0,Self Enquiry,1,10.0,Large Business,5.0,2015-12-25,25,12,2015,SE
202659,1983-01,0,42.0,Self Enquiry,3,13.0,Salaried,6.0,2015-05-27,27,5,2015,SE
202660,1994-01,1,31.0,Company Invited,3,33.0,Small Business,5.0,2012-08-31,31,8,2012,CI
202661,1995-01,1,30.0,Self Enquiry,1,7.0,Large Business,4.0,2014-01-04,4,1,2014,SE
202662,1979-01,0,46.0,Company Invited,3,13.0,Small Business,4.0,2014-08-07,7,8,2014,CI
202663,1970-01,0,55.0,Self Enquiry,3,10.0,Small Business,5.0,2015-12-17,17,12,2015,SE
202664,1988-01,0,37.0,Self Enquiry,1,12.0,Salaried,7.0,2015-11-30,30,11,2015,SE
202665,1991-01,0,34.0,Self Enquiry,1,11.0,Small Business,4.0,2012-03-20,20,3,2012,SE
202666,1987-01,0,38.0,Company Invited,1,18.0,Salaried,5.0,2014-11-13,13,11,2014,CI
202667,1986-01,0,39.0,Self Enquiry,3,10.0,Salaried,6.0,2012-11-25,25,11,2012,SE
202668,1993-01,0,32.0,Company Invited,1,7.0,Small Business,4.0,2013-07-11,11,7,2013,CI
202669,1965-01,0,60.0,Self Enquiry,1,10.0,Salaried,6.0,2015-02-12,12,2,2015,SE
202670,1987-01,0,38.0,Company Invited,3,11.0,Small Business,4.0,2014-10-07,7,10,2014,CI
202671,1995-01,0,30.0,Company Invited,3,7.0,Small Business,4.0,2012-08-25,25,8,2012,CI
202672,1989-01,0,36.0,Company Invited,3,7.0,Small Business,5.0,2012-07-30,30,7,2012,CI
202673,1995-01,1,30.0,Self Enquiry,1,25.0,Small Business,5.0,2013-06-18,18,6,2013,SE
202674,1972-01,0,53.0,Self Enquiry,1,9.0,Salaried,4.0,2012-03-15,15,3,2012,SE
202675,1982-01,0,43.0,Self Enquiry,1,11.0,Large Business,5.0,2010-01-29,29,1,2010,SE
202676,1965-01,0,60.0,Self Enquiry,2,13.0,Small Business,4.0,2014-04-17,17,4,2014,SE
202677,1974-01,0,51.0,Self Enquiry,3,7.0,Small Business,6.0,2015-09-26,26,9,2015,SE
202678,1991-01,1,34.0,Self Enquiry,1,21.0,Small Business,5.0,2010-06-05,5,6,2010,SE
202679,1981-01,0,44.0,Self Enquiry,3,23.0,Small Business,5.0,2013-11-19,19,11,2013,SE
202680,1991-01,1,34.0,Self Enquiry,1,9.0,Salaried,4.0,2015-04-13,13,4,2015,SE
202681,1972-01,0,53.0,Company Invited,3,9.0,Salaried,7.0,2012-09-05,5,9,2012,CI
202682,1992-01,0,33.0,Self Enquiry,3,11.0,Salaried,4.0,2011-04-22,22,4,2011,SE
202683,1992-01,1,33.0,Self Enquiry,1,7.0,Salaried,5.0,2014-08-23,23,8,2014,SE
202684,1985-01,0,40.0,Self Enquiry,1,7.0,Small Business,6.0,2011-07-06,6,7,2011,SE
202685,1992-01,0,33.0,Company Invited,3,33.0,Small Business,7.0,2011-11-22,22,11,2011,CI
202686,1983-01,0,42.0,Self Enquiry,1,26.0,Salaried,4.0,2012-01-28,28,1,2012,SE
202687,1984-01,0,41.0,Self Enquiry,1,31.0,Large Business,6.0,2013-05-10,10,5,2013,SE
202688,1979-01,0,46.0,Self Enquiry,1,7.0,Salaried,7.0,2013-12-19,19,12,2013,SE
202689,1993-01,0,32.0,Company Invited,1,10.0,Small Business,7.0,2015-08-30,30,8,2015,CI
202690,1991-01,0,34.0,Self Enquiry,1,12.0,Salaried,7.0,2015-10-28,28,10,2015,SE
202691,1990-01,0,35.0,Self Enquiry,1,9.0,Salaried,5.0,2013-04-03,3,4,2013,SE
202692,1987-01,0,38.0,Self Enquiry,1,7.0,Small Business,5.0,2014-06-04,4,6,2014,SE
202693,1979-01,0,46.0,Company Invited,1,14.0,Salaried,7.0,2012-10-06,6,10,2012,CI
202694,1987-01,1,38.0,Company Invited,1,17.0,Small Business,7.0,2015-02-03,3,2,2015,CI
202695,1985-01,0,40.0,Company Invited,1,9.0,Large Business,6.0,2010-10-14,14,10,2010,CI
202696,1995-01,0,30.0,Self Enquiry,1,22.0,Salaried,4.0,2015-12-30,30,12,2015,SE
202697,1982-01,0,43.0,Self Enquiry,1,24.0,Salaried,4.0,2012-04-21,21,4,2012,SE
202698,1995-01,0,30.0,Self Enquiry,3,27.0,Small Business,5.0,2012-04-12,12,4,2012,SE
202699,1999-01,0,26.0,Self Enquiry,1,7.0,Salaried,6.0,2014-07-07,7,7,2014,SE
202700,1982-01,0,43.0,Self Enquiry,1,9.0,Small Business,4.0,2012-07-27,27,7,2012,SE
202701,1984-01,0,41.0,Self Enquiry,1,9.0,Small Business,4.0,2011-03-18,18,3,2011,SE
202702,1973-01,0,52.0,Self Enquiry,1,7.0,Salaried,5.0,2011-07-27,27,7,2011,SE
202703,1993-01,1,32.0,Company Invited,1,36.0,Small Business,7.0,2012-02-11,11,2,2012,CI
202704,1992-01,0,33.0,Company Invited,1,14.0,Salaried,6.0,2011-12-06,6,12,2011,CI
202705,1986-01,0,39.0,Company Invited,3,9.0,Salaried,5.0,2012-02-25,25,2,2012,CI
202706,1992-01,0,33.0,Self Enquiry,1,9.0,Large Business,5.0,2011-01-14,14,1,2011,SE
202707,1978-01,0,47.0,Self Enquiry,3,9.0,Large Business,5.0,2010-03-13,13,3,2010,SE
202708,1996-01,1,29.0,Self Enquiry,1,9.0,Salaried,6.0,2011-09-28,28,9,2011,SE
202709,1995-01,0,30.0,Self Enquiry,3,9.0,Small Business,6.0,2015-01-04,4,1,2015,SE
202710,1993-01,0,32.0,Self Enquiry,1,30.0,Small Business,6.0,2014-11-22,22,11,2014,SE
202711,1999-01,0,26.0,Company Invited,1,12.0,Salaried,5.0,2013-11-06,6,11,2013,CI
202712,1979-01,0,46.0,Self Enquiry,1,27.0,Small Business,5.0,2013-12-28,28,12,2013,SE
202713,1988-01,0,37.0,Self Enquiry,1,13.0,Salaried,5.0,2010-08-01,1,8,2010,SE
202714,1969-01,0,56.0,Self Enquiry,1,7.0,Small Business,4.0,2015-02-05,5,2,2015,SE
202715,1977-01,1,48.0,Company Invited,1,36.0,Salaried,4.0,2015-12-13,13,12,2015,CI
202716,1996-01,0,29.0,Self Enquiry,1,16.0,Small Business,6.0,2013-02-04,4,2,2013,SE
202717,1987-01,0,38.0,Self Enquiry,3,13.0,Small Business,5.0,2010-09-03,3,9,2010,SE
202718,2003-01,0,22.0,Self Enquiry,1,10.0,Small Business,6.0,2015-01-17,17,1,2015,SE
202719,1987-01,0,38.0,Company Invited,1,7.0,Small Business,3.0,2015-10-31,31,10,2015,CI
202720,1989-01,0,36.0,Self Enquiry,1,29.0,Salaried,6.0,2013-03-14,14,3,2013,SE
202721,1986-01,0,39.0,Self Enquiry,3,14.0,Small Business,4.0,2012-09-26,26,9,2012,SE
202722,1998-01,0,27.0,Company Invited,1,7.0,Salaried,5.0,2014-09-26,26,9,2014,CI
202723,1974-01,0,51.0,Self Enquiry,1,11.0,Salaried,5.0,2015-03-24,24,3,2015,SE
202724,1971-01,0,54.0,Self Enquiry,1,10.0,Small Business,4.0,2011-01-27,27,1,2011,SE
202725,1982-01,0,43.0,Self Enquiry,3,7.0,Salaried,4.0,2014-11-21,21,11,2014,SE
202726,1995-01,0,30.0,Company Invited,3,9.0,Salaried,4.0,2010-12-05,5,12,2010,CI
202727,1969-01,0,56.0,Self Enquiry,1,27.0,Large Business,5.0,2012-08-24,24,8,2012,SE
202728,1998-01,0,27.0,Company Invited,1,18.0,Small Business,5.0,2011-12-31,31,12,2011,CI
202729,1987-01,0,38.0,Self Enquiry,1,7.0,Salaried,5.0,2013-08-27,27,8,2013,SE
202730,1980-01,1,45.0,Company Invited,1,31.0,Salaried,5.0,2011-05-26,26,5,2011,CI
202731,1986-01,0,39.0,Self Enquiry,1,30.0,Salaried,4.0,2010-08-30,30,8,2010,SE
202732,1998-01,1,27.0,Self Enquiry,1,23.0,Small Business,5.0,2011-09-30,30,9,2011,SE
202733,1996-01,0,29.0,Self Enquiry,1,15.0,Salaried,6.0,2013-10-04,4,10,2013,SE
202734,1975-01,0,50.0,Company Invited,1,17.0,Salaried,4.0,2014-11-29,29,11,2014,CI
202735,1988-01,0,37.0,Self Enquiry,1,10.0,Large Business,3.0,2011-10-02,2,10,2011,SE
202736,1993-01,0,32.0,Company Invited,3,12.0,Small Business,5.0,2011-06-19,19,6,2011,CI
202737,1998-01,1,27.0,Self Enquiry,3,11.0,Small Business,5.0,2014-05-21,21,5,2014,SE
202738,1987-01,0,38.0,Company Invited,1,16.0,Small Business,4.0,2014-11-30,30,11,2014,CI
202739,1982-01,0,43.0,Company Invited,3,33.0,Small Business,7.0,2015-12-20,20,12,2015,CI
202740,2006-01,1,19.0,Self Enquiry,1,10.0,Salaried,4.0,2014-10-02,2,10,2014,SE
202741,1989-01,0,36.0,Self Enquiry,3,23.0,Small Business,7.0,2011-05-15,15,5,2011,SE
202742,1988-01,0,37.0,Company Invited,1,25.0,Salaried,4.0,2011-07-19,19,7,2011,CI
202743,1973-01,0,52.0,Self Enquiry,1,9.0,Small Business,4.0,2010-07-17,17,7,2010,SE
202744,1983-01,0,42.0,Self Enquiry,3,9.0,Salaried,4.0,2010-12-22,22,12,2010,SE
202745,2006-01,0,19.0,Self Enquiry,3,13.0,Small Business,7.0,2011-02-20,20,2,2011,SE
202746,1996-01,0,29.0,Self Enquiry,1,23.0,Small Business,7.0,2015-06-27,27,6,2015,SE
202747,1993-01,0,32.0,Self Enquiry,3,14.0,Large Business,5.0,2014-07-10,10,7,2014,SE
202748,1985-01,0,40.0,Self Enquiry,1,7.0,Small Business,4.0,2013-08-29,29,8,2013,SE
202749,1988-01,0,37.0,Company Invited,1,31.0,Salaried,4.0,2014-10-24,24,10,2014,CI
202750,1992-01,0,33.0,Self Enquiry,3,14.0,Salaried,7.0,2013-10-29,29,10,2013,SE
202751,1986-01,0,39.0,Self Enquiry,1,32.0,Salaried,4.0,2015-09-19,19,9,2015,SE
202752,1966-01,0,59.0,Company Invited,1,7.0,Salaried,5.0,2011-10-05,5,10,2011,CI
202753,1993-01,0,32.0,Self Enquiry,1,12.0,Large Business,5.0,2015-06-14,14,6,2015,SE
202754,1993-01,0,32.0,Self Enquiry,2,9.0,Salaried,6.0,2012-07-18,18,7,2012,SE
202755,1979-01,0,46.0,Company Invited,1,14.0,Salaried,7.0,2015-08-19,19,8,2015,CI
202756,1993-01,0,32.0,Self Enquiry,1,9.0,Salaried,5.0,2014-04-09,9,4,2014,SE
202757,1991-01,0,34.0,Company Invited,1,12.0,Salaried,7.0,2011-07-19,19,7,2011,CI
202758,1985-01,0,40.0,Self Enquiry,1,17.0,Small Business,5.0,2010-04-19,19,4,2010,SE
202759,1981-01,0,44.0,Company Invited,1,17.0,Salaried,5.0,2014-12-04,4,12,2014,CI
202760,1975-01,0,50.0,Self Enquiry,1,7.0,Large Business,4.0,2012-01-25,25,1,2012,SE
202761,1972-01,1,53.0,Self Enquiry,1,15.0,Small Business,5.0,2011-10-21,21,10,2011,SE
202762,1997-01,0,28.0,Self Enquiry,1,12.0,Salaried,5.0,2010-10-23,23,10,2010,SE
202763,1992-01,0,33.0,Self Enquiry,3,15.0,Large Business,5.0,2010-11-01,1,11,2010,SE
202764,1997-01,0,28.0,Self Enquiry,3,9.0,Salaried,7.0,2014-07-28,28,7,2014,SE
202765,1993-01,0,32.0,Self Enquiry,3,14.0,Small Business,5.0,2015-03-16,16,3,2015,SE
202766,1992-01,0,33.0,Self Enquiry,1,9.0,Small Business,7.0,2015-12-13,13,12,2015,SE
202767,1996-01,1,29.0,Self Enquiry,1,9.0,Small Business,4.0,2012-11-02,2,11,2012,SE
202768,1994-01,0,31.0,Self Enquiry,1,35.0,Small Business,7.0,2014-09-02,2,9,2014,SE
202769,1993-01,0,32.0,Company Invited,1,14.0,Salaried,5.0,2010-08-12,12,8,2010,CI
202770,1985-01,0,40.0,Company Invited,1,6.0,Small Business,5.0,2011-06-30,30,6,2011,CI
202771,1985-01,1,40.0,Self Enquiry,3,10.0,Small Business,5.0,2011-05-16,16,5,2011,SE
202772,1991-01,0,34.0,Company Invited,3,17.0,Small Business,5.0,2011-05-26,26,5,2011,CI
202773,1977-01,0,48.0,Self Enquiry,1,12.0,Salaried,5.0,2013-05-27,27,5,2013,SE
202774,1981-01,0,44.0,Company Invited,1,17.0,Salaried,4.0,2012-06-10,10,6,2012,CI
202775,1997-01,0,28.0,Company Invited,3,7.0,Small Business,7.0,2011-01-11,11,1,2011,CI
202776,1970-01,0,55.0,Company Invited,1,27.0,Salaried,4.0,2015-06-25,25,6,2015,CI
202777,1981-01,0,44.0,Self Enquiry,1,14.0,Salaried,4.0,2011-01-09,9,1,2011,SE
202778,1979-01,0,46.0,Self Enquiry,1,15.0,Salaried,5.0,2011-04-02,2,4,2011,SE
202779,1984-01,0,41.0,Self Enquiry,3,7.0,Small Business,4.0,2012-09-25,25,9,2012,SE
202780,1995-01,1,30.0,Self Enquiry,1,15.0,Salaried,6.0,2010-11-13,13,11,2010,SE
202781,1995-01,0,30.0,Self Enquiry,1,16.0,Salaried,3.0,2015-05-22,22,5,2015,SE
202782,1994-01,0,31.0,Self Enquiry,3,12.0,Small Business,3.0,2011-03-05,5,3,2011,SE
202783,1997-01,0,28.0,Self Enquiry,3,15.0,Small Business,4.0,2014-07-11,11,7,2014,SE
202784,1987-01,0,38.0,Self Enquiry,1,12.0,Small Business,5.0,2014-08-16,16,8,2014,SE
202785,1986-01,0,39.0,Self Enquiry,1,22.0,Salaried,6.0,2014-04-15,15,4,2014,SE
202786,1993-01,0,32.0,Self Enquiry,1,14.0,Small Business,5.0,2015-09-09,9,9,2015,SE
202787,1995-01,0,30.0,Self Enquiry,3,17.0,Small Business,5.0,2011-04-16,16,4,2011,SE
202788,1989-01,0,36.0,Self Enquiry,1,12.0,Large Business,5.0,2011-03-03,3,3,2011,SE
202789,2001-01,0,24.0,Self Enquiry,1,33.0,Salaried,5.0,2010-05-15,15,5,2010,SE
202790,1983-01,0,42.0,Self Enquiry,1,13.0,Small Business,5.0,2015-09-05,5,9,2015,SE
202791,1977-01,0,48.0,Company Invited,3,11.0,Small Business,5.0,2010-08-24,24,8,2010,CI
202792,1982-01,0,43.0,Self Enquiry,1,30.0,Salaried,4.0,2015-07-21,21,7,2015,SE
202793,1995-01,0,30.0,Company Invited,3,9.0,Salaried,6.0,2013-03-10,10,3,2013,CI
202794,1982-01,0,43.0,Self Enquiry,2,9.0,Large Business,4.0,2014-12-21,21,12,2014,SE
202795,1992-01,0,33.0,Self Enquiry,1,9.0,Small Business,5.0,2012-02-16,16,2,2012,SE
202796,1976-01,0,49.0,Self Enquiry,3,36.0,Small Business,5.0,2012-04-17,17,4,2012,SE
202797,1987-01,0,38.0,Self Enquiry,1,13.0,Small Business,5.0,2013-04-30,30,4,2013,SE
202798,1994-01,0,31.0,Company Invited,3,32.0,Large Business,4.0,2010-01-22,22,1,2010,CI
202799,1998-01,0,27.0,Self Enquiry,3,7.0,Salaried,4.0,2014-02-15,15,2,2014,SE
202800,1982-01,0,43.0,Self Enquiry,1,9.0,Salaried,6.0,2012-05-10,10,5,2012,SE
202801,2003-01,1,22.0,Company Invited,3,7.0,Large Business,5.0,2012-11-23,23,11,2012,CI
202802,1988-01,0,37.0,Company Invited,3,7.0,Small Business,5.0,2013-06-12,12,6,2013,CI
202803,1988-01,0,37.0,Company Invited,3,10.0,Small Business,5.0,2010-03-23,23,3,2010,CI
202804,1967-01,0,58.0,Self Enquiry,1,7.0,Small Business,5.0,2014-03-05,5,3,2014,SE
202805,1984-01,0,41.0,Self Enquiry,1,17.0,Salaried,5.0,2014-03-08,8,3,2014,SE
202806,2003-01,0,22.0,Company Invited,3,16.0,Small Business,4.0,2010-12-11,11,12,2010,CI
202807,1991-01,1,34.0,Self Enquiry,3,12.0,Small Business,4.0,2015-10-17,17,10,2015,SE
202808,1987-01,0,38.0,Self Enquiry,1,17.0,Small Business,6.0,2013-05-12,12,5,2013,SE
202809,1978-01,0,47.0,Company Invited,1,14.0,Small Business,3.0,2010-09-06,6,9,2010,CI
202810,1983-01,1,42.0,Company Invited,3,11.0,Small Business,4.0,2013-01-06,6,1,2013,CI
202811,1974-01,0,51.0,Self Enquiry,1,17.0,Large Business,7.0,2010-12-23,23,12,2010,SE
202812,1984-01,1,41.0,Self Enquiry,3,29.0,Small Business,6.0,2012-11-07,7,11,2012,SE
202813,1993-01,0,32.0,Self Enquiry,1,16.0,Salaried,4.0,2015-12-04,4,12,2015,SE
202814,2003-01,1,22.0,Self Enquiry,3,19.0,Salaried,5.0,2014-05-03,3,5,2014,SE
202815,1995-01,0,30.0,Self Enquiry,1,30.0,Salaried,4.0,2014-07-10,10,7,2014,SE
202816,1989-01,0,36.0,Self Enquiry,1,16.0,Salaried,7.0,2015-01-27,27,1,2015,SE
202817,1997-01,0,28.0,Self Enquiry,1,7.0,Small Business,4.0,2015-06-09,9,6,2015,SE
202818,1996-01,0,29.0,Self Enquiry,3,16.0,Salaried,5.0,2013-12-06,6,12,2013,SE
202819,1975-01,0,50.0,Self Enquiry,1,14.0,Salaried,5.0,2010-04-07,7,4,2010,SE
202820,1973-01,0,52.0,Self Enquiry,3,21.0,Salaried,5.0,2011-08-30,30,8,2011,SE
202821,1988-01,0,37.0,Self Enquiry,1,9.0,Salaried,5.0,2010-01-10,10,1,2010,SE
202822,1990-01,1,35.0,Company Invited,3,26.0,Small Business,7.0,2013-03-01,1,3,2013,CI
202823,1969-01,0,56.0,Self Enquiry,1,9.0,Salaried,5.0,2013-07-05,5,7,2013,SE
202824,2000-01,0,25.0,Self Enquiry,3,17.0,Small Business,7.0,2012-05-14,14,5,2012,SE
202825,1994-01,0,31.0,Self Enquiry,3,9.0,Large Business,7.0,2011-09-30,30,9,2011,SE
202826,1998-01,1,27.0,Company Invited,1,10.0,Large Business,7.0,2011-07-16,16,7,2011,CI
202827,2002-01,0,23.0,Self Enquiry,1,18.0,Small Business,4.0,2010-04-12,12,4,2010,SE
202828,1988-01,0,37.0,Self Enquiry,3,9.0,Small Business,5.0,2010-05-13,13,5,2010,SE
202829,1994-01,1,31.0,Company Invited,1,11.0,Large Business,5.0,2010-04-07,7,4,2010,CI
202830,1987-01,0,38.0,Self Enquiry,1,21.0,Salaried,5.0,2015-10-23,23,10,2015,SE
202831,1984-01,0,41.0,Self Enquiry,3,9.0,Small Business,5.0,2011-05-20,20,5,2011,SE
202832,1982-01,0,43.0,Self Enquiry,1,7.0,Salaried,6.0,2015-12-19,19,12,2015,SE
202833,1987-01,0,38.0,Self Enquiry,1,17.0,Salaried,5.0,2011-04-19,19,4,2011,SE
202834,1981-01,0,44.0,Self Enquiry,1,19.0,Salaried,5.0,2010-10-14,14,10,2010,SE
202835,1984-01,0,41.0,Self Enquiry,1,9.0,Small Business,5.0,2014-06-03,3,6,2014,SE
202836,1970-01,0,55.0,Self Enquiry,1,12.0,Small Business,4.0,2015-12-25,25,12,2015,SE
202837,1990-01,0,35.0,Company Invited,3,11.0,Small Business,5.0,2011-04-15,15,4,2011,CI
202838,1993-01,0,32.0,Self Enquiry,1,14.0,Small Business,4.0,2013-02-08,8,2,2013,SE
202839,1981-01,0,44.0,Company Invited,1,28.0,Small Business,7.0,2011-05-07,7,5,2011,CI
202840,1981-01,0,44.0,Self Enquiry,1,15.0,Salaried,5.0,2012-01-06,6,1,2012,SE
202841,1999-01,0,26.0,Self Enquiry,3,11.0,Salaried,5.0,2010-02-10,10,2,2010,SE
202842,1987-01,0,38.0,Company Invited,1,32.0,Small Business,6.0,2012-09-03,3,9,2012,CI
202843,1993-01,0,32.0,Self Enquiry,1,7.0,Salaried,5.0,2015-11-19,19,11,2015,SE
202844,1985-01,0,40.0,Company Invited,1,7.0,Salaried,5.0,2010-08-11,11,8,2010,CI
202845,1968-01,0,57.0,Company Invited,3,13.0,Salaried,4.0,2014-01-27,27,1,2014,CI
202846,1994-01,0,31.0,Self Enquiry,3,19.0,Large Business,4.0,2011-05-18,18,5,2011,SE
202847,1983-01,0,42.0,Self Enquiry,3,7.0,Small Business,5.0,2011-10-11,11,10,2011,SE
202848,1996-01,0,29.0,Self Enquiry,1,24.0,Small Business,5.0,2011-09-14,14,9,2011,SE
202849,1999-01,1,26.0,Self Enquiry,1,10.0,Small Business,6.0,2013-09-04,4,9,2013,SE
202850,1972-01,0,53.0,Self Enquiry,1,10.0,Small Business,4.0,2011-08-01,1,8,2011,SE
202851,1979-01,0,46.0,Self Enquiry,1,17.0,Salaried,5.0,2013-10-21,21,10,2013,SE
202852,1972-01,0,53.0,Self Enquiry,1,11.0,Salaried,3.0,2011-05-08,8,5,2011,SE
202853,1982-01,0,43.0,Company Invited,1,36.0,Salaried,7.0,2012-05-03,3,5,2012,CI
202854,1994-01,0,31.0,Self Enquiry,1,9.0,Salaried,5.0,2014-01-30,30,1,2014,SE
202855,1964-01,0,61.0,Self Enquiry,1,14.0,Salaried,4.0,2012-05-31,31,5,2012,SE
202856,1978-01,0,47.0,Self Enquiry,1,25.0,Small Business,4.0,2015-08-01,1,8,2015,SE
202857,1982-01,0,43.0,Company Invited,1,35.0,Large Business,4.0,2010-01-21,21,1,2010,CI
202858,2000-01,1,25.0,Self Enquiry,3,7.0,Large Business,7.0,2011-12-16,16,12,2011,SE
202859,1990-01,1,35.0,Company Invited,3,13.0,Small Business,5.0,2015-12-19,19,12,2015,CI
202860,1986-01,0,39.0,Company Invited,1,9.0,Salaried,5.0,2015-07-17,17,7,2015,CI
202861,1984-01,0,41.0,Self Enquiry,3,9.0,Salaried,5.0,2010-09-13,13,9,2010,SE
202862,1998-01,0,27.0,Self Enquiry,1,30.0,Salaried,5.0,2013-12-21,21,12,2013,SE
202863,1994-01,0,31.0,Company Invited,1,10.0,Salaried,5.0,2010-03-28,28,3,2010,CI
202864,1995-01,0,30.0,Self Enquiry,1,10.0,Small Business,7.0,2011-03-30,30,3,2011,SE
202865,1995-01,1,30.0,Self Enquiry,1,32.0,Large Business,7.0,2012-05-31,31,5,2012,SE
202866,2005-01,1,20.0,Self Enquiry,2,9.0,Large Business,5.0,2012-06-02,2,6,2012,SE
202867,1994-01,0,31.0,Company Invited,3,29.0,Salaried,5.0,2015-02-13,13,2,2015,CI
202868,1967-01,0,58.0,Self Enquiry,3,36.0,Small Business,4.0,2013-03-17,17,3,2013,SE
202869,1974-01,0,51.0,Self Enquiry,1,36.0,Salaried,5.0,2010-07-18,18,7,2010,SE
202870,1994-01,0,31.0,Company Invited,1,9.0,Small Business,4.0,2014-08-03,3,8,2014,CI
202871,1964-01,0,61.0,Company Invited,3,35.0,Small Business,5.0,2011-11-24,24,11,2011,CI
202872,1977-01,0,48.0,Self Enquiry,1,9.0,Small Business,6.0,2012-03-16,16,3,2012,SE
202873,1978-01,0,47.0,Self Enquiry,1,9.0,Salaried,4.0,2015-03-02,2,3,2015,SE
202874,1989-01,0,36.0,Self Enquiry,1,29.0,Salaried,4.0,2011-07-07,7,7,2011,SE
202875,1970-01,0,55.0,Self Enquiry,1,15.0,Salaried,4.0,2013-03-14,14,3,2013,SE
