CustomerID,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Gender,MaritalStatus(Allias)
202591,5.0,Super Deluxe,5.0,Married,3.0,0,2,1,AVP,35859.0,Male,MM
202592,4.0,Basic,5.0,Divorced,4.0,0,2,0,Executive,20916.0,Male,MD
202593,4.0,Basic,4.0,Single,3.0,0,3,1,Executive,20161.0,Female,FS
202594,4.0,Deluxe,4.0,Married,3.0,0,2,1,Manager,24283.0,Female,FM
202595,4.0,Standard,4.0,Divorced,3.0,0,4,1,Senior Manager,25973.0,Male,MD
202596,4.0,Deluxe,3.0,Divorced,4.0,1,5,0,Manager,20984.0,Male,MD
202597,4.0,Deluxe,4.0,Married,2.0,0,4,1,Manager,21026.0,Male,MM
202598,4.0,Standard,3.0,Unmarried,3.0,0,4,1,Senior Manager,27676.0,Female,FU
202599,4.0,Deluxe,3.0,Divorced,3.0,0,3,0,Manager,22997.0,Male,MD
202600,5.0,Deluxe,3.0,Divorced,4.0,0,3,1,Manager,24810.0,Male,MD
202601,5.0,Basic,4.0,Divorced,6.0,1,2,1,Executive,22024.0,Female,FD
202602,5.0,Standard,3.0,Divorced,2.0,0,2,1,Senior Manager,29533.0,Male,MD
202603,4.0,Basic,3.0,Divorced,8.0,0,5,1,Executive,20909.0,Female,FD
202604,4.0,Basic,3.0,Divorced,3.0,0,2,0,Executive,21001.0,Male,MD
202605,4.0,Basic,4.0,Married,8.0,0,3,0,Executive,20702.0,Male,MM
202606,4.0,Basic,3.0,Divorced,3.0,0,2,0,Executive,21391.0,Male,MD
202607,3.0,Standard,3.0,Married,5.0,1,4,1,Senior Manager,28117.0,Male,MM
202608,5.0,Basic,3.0,Married,3.0,1,2,0,Executive,21244.0,Male,MM
202609,4.0,King,3.0,Single,5.0,0,5,1,VP,38604.0,Female,FS
202610,4.0,Basic,3.0,Married,6.0,0,4,1,Executive,21129.0,Male,MM
202611,4.0,Standard,3.0,Divorced,4.0,0,4,1,Senior Manager,28097.0,Female,FD
202612,5.0,Deluxe,3.0,Unmarried,6.0,0,2,1,Manager,27364.0,Female,FU
202613,4.0,Basic,3.0,Unmarried,5.0,0,2,0,Executive,21716.0,Male,MU
202614,4.0,Basic,4.0,Divorced,2.0,1,4,1,Executive,21736.0,Male,MD
202615,6.0,Basic,5.0,Single,2.0,0,3,1,Executive,21003.0,Female,FS
202616,4.0,Basic,4.0,Single,6.0,0,4,1,Executive,20766.0,Male,MS
202617,4.0,Deluxe,5.0,Married,3.0,0,2,0,Manager,21750.0,Male,MM
202618,4.0,Deluxe,5.0,Married,6.0,1,4,0,Manager,23684.0,Female,FM
202619,4.0,Basic,5.0,Married,6.0,1,4,1,Executive,22935.0,Female,FM
202620,4.0,Basic,3.0,Single,2.0,0,3,0,Executive,21178.0,Male,MS
202621,5.0,Basic,3.0,Single,3.0,0,5,0,Executive,19780.0,Male,MS
202622,4.0,Standard,5.0,Married,3.0,0,2,1,Senior Manager,29131.0,Female,FM
202623,4.0,Basic,3.0,Single,3.0,0,2,1,Executive,20966.0,Female,FS
202624,4.0,Basic,3.0,Divorced,2.0,1,4,1,Executive,22607.0,Female,FD
202625,4.0,Basic,4.0,Single,4.0,0,3,1,Executive,20989.0,Female,FS
202626,4.0,Basic,4.0,Unmarried,3.0,1,4,0,Executive,21818.0,Female,FU
202627,5.0,Basic,3.0,Divorced,4.0,0,3,0,Executive,22368.0,Male,MD
202628,3.0,Deluxe,5.0,Married,3.0,0,2,1,Manager,23128.0,Female,FM
202629,4.0,Basic,4.0,Divorced,3.0,0,5,0,Executive,21434.0,Female,FD
202630,4.0,King,3.0,Divorced,3.0,0,5,0,VP,37711.0,Female,FD
202631,3.0,King,4.0,Single,3.0,0,2,0,VP,37400.0,Male,MS
202632,5.0,Deluxe,3.0,Divorced,3.0,0,4,0,Manager,28225.0,Male,MD
202633,4.0,Super Deluxe,4.0,Single,5.0,0,5,0,AVP,32412.0,Female,FS
202634,5.0,King,3.0,Divorced,2.0,0,2,1,VP,38677.0,Male,MD
202635,4.0,Basic,4.0,Single,3.0,0,3,1,Executive,20957.0,Female,FS
202636,5.0,Deluxe,3.0,Divorced,5.0,1,4,1,Manager,24594.0,Male,MD
202637,3.0,Basic,3.0,Married,6.0,0,4,0,Executive,20767.0,Male,MM
202638,5.0,Super Deluxe,3.0,Divorced,2.0,0,4,1,AVP,35470.0,Male,MD
202639,3.0,Basic,5.0,Divorced,3.0,1,3,0,Executive,22242.0,Male,MD
202640,4.0,Deluxe,4.0,Unmarried,7.0,0,2,1,Manager,23103.0,Female,FU
202641,4.0,Deluxe,3.0,Married,4.0,0,2,0,Manager,23943.0,Female,FM
202642,4.0,Deluxe,3.0,Divorced,2.0,0,2,0,Manager,25231.0,Male,MD
202643,4.0,Deluxe,3.0,Divorced,5.0,0,2,0,Manager,24939.0,Male,MD
202644,5.0,Deluxe,5.0,Divorced,7.0,0,3,0,Manager,22976.0,Male,MD
202645,4.0,Deluxe,3.0,Married,3.0,1,2,0,Manager,25482.0,Male,MM
202646,4.0,Basic,3.0,Married,3.0,1,3,1,Executive,22493.0,Male,MM
202647,4.0,Deluxe,3.0,Divorced,2.0,1,2,1,Manager,21419.0,Male,MD
202648,4.0,Deluxe,5.0,Divorced,2.0,1,3,0,Manager,25351.0,Male,MD
202649,4.0,Standard,3.0,Divorced,3.0,0,3,1,Senior Manager,26317.0,Female,FD
202650,3.0,Basic,4.0,Married,3.0,1,4,0,Executive,21006.0,Male,MM
202651,4.0,Basic,3.0,Single,3.0,0,3,1,Executive,20831.0,Female,FS
202652,5.0,Deluxe,3.0,Divorced,2.0,0,5,1,Manager,23554.0,Male,MD
202653,4.0,Standard,5.0,Married,2.0,0,2,0,Senior Manager,28074.0,Male,MM
202654,6.0,Standard,3.0,Divorced,3.0,0,2,1,Senior Manager,29078.0,Male,MD
202655,5.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,27152.0,Male,MU
202656,4.0,Deluxe,3.0,Single,3.0,0,2,1,Manager,28659.0,Female,FS
202657,5.0,Standard,4.0,Divorced,7.0,0,3,1,Senior Manager,31168.0,Male,MD
202658,4.0,Basic,5.0,Unmarried,7.0,1,4,1,Executive,21335.0,Female,FU
202659,4.0,Standard,3.0,Single,5.0,1,2,0,Senior Manager,32269.0,Female,FS
202660,5.0,Deluxe,5.0,Unmarried,7.0,0,2,0,Manager,25374.0,Female,FU
202661,4.0,Basic,3.0,Single,2.0,0,2,0,Executive,20736.0,Male,MS
202662,5.0,Standard,3.0,Unmarried,8.0,0,4,1,Senior Manager,27543.0,Female,FU
202663,4.0,Deluxe,5.0,Divorced,4.0,0,4,1,Manager,24618.0,Female,FD
202664,4.0,Deluxe,4.0,Unmarried,2.0,0,2,0,Manager,24592.0,Male,MU
202665,5.0,Basic,4.0,Divorced,8.0,0,4,0,Executive,21300.0,Female,FD
202666,4.0,Standard,3.0,Married,3.0,1,3,0,Senior Manager,30863.0,Male,MM
202667,4.0,Standard,3.0,Married,2.0,0,2,1,Senior Manager,29287.0,Male,MM
202668,6.0,Deluxe,3.0,Divorced,2.0,0,3,1,Manager,23023.0,Male,MD
202669,5.0,Basic,3.0,Divorced,5.0,0,3,0,Executive,20855.0,Male,MD
202670,4.0,Basic,3.0,Married,6.0,0,4,1,Executive,20855.0,Male,MM
202671,4.0,Standard,3.0,Divorced,3.0,0,3,1,Senior Manager,26596.0,Female,FD
202672,4.0,Standard,3.0,Unmarried,3.0,0,5,1,Senior Manager,27467.0,Female,FU
202673,5.0,Basic,3.0,Single,3.0,1,3,0,Executive,21067.0,Male,MS
202674,5.0,Basic,3.0,Unmarried,2.0,0,3,0,Executive,21890.0,Female,FU
202675,4.0,King,3.0,Divorced,3.0,0,2,0,VP,37910.0,Male,MD
202676,4.0,Basic,3.0,Divorced,2.0,0,4,1,Executive,20945.0,Male,MD
202677,4.0,King,3.0,Married,3.0,0,2,1,VP,38195.0,Female,FM
202678,4.0,Basic,3.0,Divorced,7.0,1,2,0,Executive,21114.0,Male,MD
202679,4.0,Super Deluxe,3.0,Divorced,7.0,1,3,0,AVP,34742.0,Female,FD
202680,4.0,Basic,5.0,Divorced,2.0,0,3,1,Executive,21385.0,Female,FD
202681,5.0,King,3.0,Single,3.0,1,2,1,VP,37746.0,Male,MS
202682,4.0,Basic,4.0,Divorced,4.0,0,3,1,Executive,22609.0,Female,FD
202683,5.0,Basic,3.0,Unmarried,2.0,1,5,1,Executive,22408.0,Male,MU
202684,4.0,Basic,3.0,Married,2.0,0,3,0,Executive,20910.0,Female,FM
202685,4.0,Deluxe,3.0,Divorced,2.0,0,4,1,Manager,23143.0,Male,MD
202686,4.0,Deluxe,5.0,Married,4.0,0,2,1,Manager,21750.0,Male,MM
202687,4.0,Deluxe,3.0,Married,3.0,0,3,1,Manager,21997.0,Male,MM
202688,3.0,King,3.0,Divorced,3.0,0,4,1,VP,37880.0,Male,MD
202689,4.0,Standard,3.0,Married,2.0,0,4,1,Senior Manager,32353.0,Male,MM
202690,5.0,Basic,3.0,Divorced,3.0,0,2,0,Executive,21589.0,Female,FD
202691,5.0,Deluxe,5.0,Divorced,8.0,0,4,0,Manager,24635.0,Male,MD
202692,5.0,Basic,5.0,Divorced,4.0,0,4,1,Executive,22598.0,Female,FD
202693,3.0,Deluxe,3.0,Divorced,6.0,0,2,0,Manager,25112.0,Male,MD
202694,4.0,Standard,3.0,Married,8.0,0,3,1,Senior Manager,28726.0,Male,MM
202695,4.0,Standard,3.0,Single,2.0,0,2,1,Senior Manager,29616.0,Female,FS
202696,4.0,Basic,3.0,Single,3.0,0,3,0,Executive,21018.0,Male,MS
202697,3.0,Deluxe,5.0,Unmarried,5.0,1,2,0,Manager,25223.0,Female,FU
202698,4.0,Deluxe,3.0,Married,4.0,0,2,1,Manager,25609.0,Male,MM
202699,4.0,Deluxe,3.0,Divorced,2.0,0,3,1,Manager,23576.0,Female,FD
202700,5.0,Basic,5.0,Married,2.0,1,4,1,Executive,21271.0,Female,FM
202701,4.0,King,3.0,Married,3.0,0,5,0,VP,38114.0,Male,MM
202702,4.0,Basic,3.0,Divorced,3.0,0,4,1,Executive,21401.0,Male,MD
202703,5.0,Basic,4.0,Unmarried,2.0,0,3,1,Executive,22157.0,Male,MU
202704,3.0,Basic,4.0,Divorced,3.0,0,2,0,Executive,21472.0,Male,MD
202705,5.0,Deluxe,3.0,Divorced,5.0,0,5,1,Manager,23927.0,Male,MD
202706,5.0,Deluxe,5.0,Single,6.0,0,4,0,Manager,20854.0,Male,MS
202707,6.0,Super Deluxe,4.0,Divorced,5.0,1,5,1,AVP,35550.0,Female,FD
202708,4.0,Basic,3.0,Unmarried,4.0,0,4,1,Executive,22163.0,Male,MU
202709,5.0,Deluxe,4.0,Divorced,4.0,0,4,0,Manager,25322.0,Male,MD
202710,5.0,Deluxe,3.0,Divorced,2.0,0,3,1,Manager,24260.0,Male,MD
202711,3.0,Deluxe,5.0,Married,3.0,0,5,1,Manager,22678.0,Male,MM
202712,4.0,Super Deluxe,3.0,Divorced,2.0,1,3,0,AVP,32174.0,Male,MD
202713,4.0,Basic,3.0,Divorced,2.0,0,5,1,Executive,21888.0,Male,MD
202714,4.0,King,5.0,Single,3.0,1,2,1,VP,37723.0,Male,MS
202715,4.0,Standard,4.0,Divorced,3.0,1,3,1,Senior Manager,30527.0,Male,MD
202716,4.0,Basic,3.0,Divorced,3.0,0,2,1,Executive,20748.0,Male,MD
202717,4.0,Deluxe,3.0,Divorced,6.0,0,3,0,Manager,25180.0,Male,MD
202718,5.0,Basic,3.0,Unmarried,3.0,0,5,1,Executive,21908.0,Male,MU
202719,4.0,Standard,3.0,Married,4.0,1,3,0,Senior Manager,32281.0,Female,FM
202720,3.0,Standard,4.0,Married,2.0,0,5,1,Senior Manager,30674.0,Female,FM
202721,3.0,Deluxe,5.0,Married,3.0,1,3,0,Manager,24283.0,Female,FM
202722,4.0,Deluxe,4.0,Married,3.0,0,5,0,Manager,25075.0,Female,FM
202723,4.0,King,4.0,Married,3.0,0,5,1,VP,37822.0,Male,MM
202724,4.0,Super Deluxe,3.0,Divorced,3.0,1,5,0,AVP,36262.0,Male,MD
202725,4.0,Deluxe,3.0,Divorced,3.0,0,3,1,Manager,23585.0,Male,MD
202726,4.0,Deluxe,3.0,Unmarried,3.0,0,2,0,Manager,23232.0,Male,MU
202727,4.0,Deluxe,3.0,Divorced,5.0,1,2,1,Manager,24093.0,Male,MD
202728,4.0,Deluxe,5.0,Divorced,3.0,1,3,1,Manager,23419.0,Male,MD
202729,4.0,Basic,3.0,Single,3.0,0,2,1,Executive,20793.0,Female,FS
202730,4.0,Basic,3.0,Married,5.0,1,5,0,Executive,21839.0,Male,MM
202731,4.0,Deluxe,3.0,Married,2.0,0,3,0,Manager,24423.0,Male,MM
202732,4.0,Basic,4.0,Married,4.0,1,2,1,Executive,21051.0,Male,MM
202733,4.0,Basic,3.0,Unmarried,3.0,0,4,0,Executive,21988.0,Female,FU
202734,4.0,King,5.0,Single,3.0,1,3,0,VP,37343.0,Female,FS
202735,4.0,Deluxe,4.0,Unmarried,6.0,0,2,1,Manager,23163.0,Male,MU
202736,4.0,Basic,4.0,Married,3.0,0,3,0,Executive,21467.0,Female,FM
202737,5.0,Deluxe,3.0,Unmarried,3.0,1,2,1,Manager,24506.0,Male,MU
202738,4.0,Basic,3.0,Divorced,3.0,1,2,0,Executive,21004.0,Male,MD
202739,4.0,Super Deluxe,4.0,Divorced,7.0,0,3,1,AVP,32203.0,Female,FD
202740,4.0,Basic,3.0,Single,3.0,0,4,0,Executive,20098.0,Male,MS
202741,4.0,Standard,4.0,Divorced,2.0,0,2,1,Senior Manager,26698.0,Male,MD
202742,3.0,Basic,3.0,Divorced,6.0,0,5,0,Executive,22366.0,Male,MD
202743,6.0,Deluxe,4.0,Married,7.0,0,2,0,Manager,24160.0,Male,MM
202744,4.0,Super Deluxe,4.0,Single,3.0,0,3,1,AVP,34693.0,Male,MS
202745,5.0,Basic,3.0,Single,3.0,0,2,1,Executive,19878.0,Female,FS
202746,3.0,Deluxe,5.0,Unmarried,2.0,0,5,0,Manager,24339.0,Male,MU
202747,3.0,Deluxe,3.0,Divorced,6.0,0,2,1,Manager,25607.0,Male,MD
202748,3.0,Standard,3.0,Married,2.0,0,3,1,Senior Manager,28291.0,Male,MM
202749,4.0,Deluxe,4.0,Divorced,2.0,0,3,0,Manager,24352.0,Female,FD
202750,5.0,Deluxe,3.0,Divorced,3.0,0,3,1,Manager,24162.0,Male,MD
202751,5.0,Standard,4.0,Divorced,5.0,0,3,1,Senior Manager,30739.0,Female,FD
202752,6.0,Deluxe,3.0,Married,4.0,1,2,1,Manager,24338.0,Male,MM
202753,4.0,Basic,3.0,Divorced,2.0,1,4,0,Executive,23499.0,Male,MD
202754,5.0,Deluxe,5.0,Divorced,5.0,0,3,0,Manager,25088.0,Male,MD
202755,4.0,Standard,5.0,Married,3.0,0,2,1,Senior Manager,23888.0,Male,MM
202756,4.0,Basic,3.0,Married,2.0,1,4,1,Executive,21373.0,Male,MM
202757,4.0,Standard,4.0,Divorced,8.0,0,3,1,Senior Manager,30556.0,Female,FD
202758,4.0,Super Deluxe,5.0,Divorced,3.0,1,3,1,AVP,35746.0,Male,MD
202759,4.0,Basic,3.0,Single,2.0,0,5,0,Executive,21133.0,Female,FS
202760,5.0,Super Deluxe,3.0,Single,2.0,1,3,1,AVP,32642.0,Female,FS
202761,5.0,Deluxe,4.0,Divorced,4.0,0,2,1,Manager,23619.0,Male,MD
202762,4.0,Basic,4.0,Single,3.0,1,3,0,Executive,21156.0,Female,FS
202763,5.0,Deluxe,4.0,Divorced,3.0,1,2,1,Manager,23906.0,Female,FD
202764,4.0,Deluxe,3.0,Unmarried,3.0,1,4,1,Manager,23156.0,Male,MU
202765,4.0,Deluxe,3.0,Married,6.0,0,2,0,Manager,26225.0,Male,MM
202766,3.0,Deluxe,3.0,Unmarried,2.0,0,3,1,Manager,23733.0,Female,FU
202767,6.0,Basic,3.0,Divorced,7.0,1,3,1,Executive,22142.0,Male,MD
202768,4.0,Deluxe,3.0,Divorced,3.0,0,3,0,Manager,24453.0,Female,FD
202769,5.0,Standard,3.0,Divorced,3.0,0,2,1,Senior Manager,27621.0,Female,FD
202770,5.0,King,3.0,Divorced,3.0,0,5,1,VP,37950.0,Male,MD
202771,4.0,Deluxe,3.0,Divorced,6.0,1,4,1,Manager,23916.0,Female,FD
202772,5.0,Deluxe,3.0,Unmarried,5.0,0,3,1,Manager,23360.0,Male,MU
202773,4.0,King,3.0,Divorced,3.0,0,2,0,VP,36978.0,Male,MD
202774,5.0,Deluxe,3.0,Married,3.0,0,3,0,Manager,23935.0,Female,FM
202775,4.0,Deluxe,4.0,Divorced,2.0,1,2,0,Manager,25027.0,Male,MD
202776,4.0,Deluxe,3.0,Unmarried,5.0,0,4,1,Manager,23547.0,Female,FU
202777,4.0,Standard,5.0,Divorced,2.0,0,5,1,Senior Manager,28663.0,Female,FD
202778,4.0,Deluxe,3.0,Divorced,2.0,0,3,1,Manager,22375.0,Male,MD
202779,6.0,Deluxe,3.0,Divorced,4.0,1,3,1,Manager,26135.0,Male,MD
202780,6.0,Basic,5.0,Divorced,3.0,1,3,1,Executive,20797.0,Male,MD
202781,5.0,Basic,3.0,Unmarried,2.0,0,2,1,Executive,22661.0,Male,MU
202782,5.0,Deluxe,3.0,Married,3.0,0,2,0,Manager,24796.0,Female,FM
202783,4.0,Deluxe,4.0,Divorced,3.0,0,2,0,Manager,24892.0,Female,FD
202784,4.0,Deluxe,3.0,Married,2.0,0,3,0,Manager,25025.0,Male,MM
202785,5.0,Standard,3.0,Married,2.0,1,5,1,Senior Manager,30188.0,Male,MM
202786,4.0,Standard,3.0,Unmarried,3.0,1,4,1,Senior Manager,25821.0,Female,FU
202787,5.0,Deluxe,4.0,Married,3.0,1,5,0,Manager,26946.0,Female,FM
202788,4.0,Standard,4.0,Unmarried,2.0,0,3,0,Senior Manager,26773.0,Male,MU
202789,4.0,Basic,3.0,Married,3.0,0,2,1,Executive,21582.0,Male,MM
202790,5.0,Deluxe,4.0,Unmarried,8.0,1,3,1,Manager,24710.0,Male,MU
202791,4.0,Deluxe,3.0,Unmarried,5.0,0,4,0,Manager,21654.0,Male,MU
202792,4.0,Super Deluxe,3.0,Single,4.0,0,3,0,AVP,34670.0,Female,FS
202793,4.0,Deluxe,3.0,Divorced,3.0,0,2,1,Manager,23327.0,Male,MD
202794,4.0,Basic,3.0,Married,2.0,1,4,1,Executive,21374.0,Male,MM
202795,4.0,Basic,4.0,Divorced,3.0,0,4,0,Executive,21048.0,Female,FD
202796,4.0,Standard,3.0,Divorced,5.0,0,4,0,Senior Manager,31182.0,Female,FD
202797,3.0,Deluxe,5.0,Married,6.0,1,3,1,Manager,24652.0,Male,MM
202798,4.0,Deluxe,3.0,Divorced,2.0,1,3,1,Manager,23414.0,Female,FD
202799,4.0,Deluxe,3.0,Divorced,3.0,0,5,1,Manager,23974.0,Male,MD
202800,5.0,Deluxe,3.0,Unmarried,5.0,0,2,0,Manager,25459.0,Male,MU
202801,5.0,Basic,4.0,Single,3.0,1,5,1,Executive,20852.0,Female,FS
202802,4.0,Deluxe,3.0,Unmarried,6.0,0,2,1,Manager,25331.0,Female,FU
202803,5.0,Standard,3.0,Divorced,6.0,0,2,0,Senior Manager,28377.0,Male,MD
202804,4.0,Deluxe,3.0,Divorced,4.0,0,3,1,Manager,25433.0,Male,MD
202805,3.0,Basic,3.0,Divorced,5.0,1,3,0,Executive,20891.0,Female,FD
202806,4.0,Basic,3.0,Unmarried,3.0,0,4,0,Executive,21288.0,Male,MU
202807,4.0,Basic,3.0,Unmarried,3.0,1,2,1,Executive,21529.0,Female,FU
202808,4.0,Basic,5.0,Divorced,8.0,0,2,1,Executive,22130.0,Female,FD
202809,4.0,Deluxe,3.0,Divorced,4.0,0,5,0,Manager,23936.0,Female,FD
202810,4.0,Deluxe,4.0,Unmarried,3.0,0,3,1,Manager,28033.0,Male,MU
202811,5.0,Standard,3.0,Single,8.0,0,5,0,Senior Manager,29174.0,Male,MS
202812,5.0,Deluxe,3.0,Divorced,4.0,1,3,1,Manager,25058.0,Male,MD
202813,5.0,Basic,4.0,Unmarried,2.0,1,3,1,Executive,21335.0,Male,MU
202814,3.0,Basic,4.0,Unmarried,3.0,0,5,0,Executive,21394.0,Female,FU
202815,4.0,Basic,3.0,Single,2.0,0,3,1,Executive,20879.0,Male,MS
202816,5.0,Deluxe,4.0,Unmarried,2.0,0,2,1,Manager,25218.0,Male,MU
202817,4.0,Basic,4.0,Married,3.0,0,3,0,Executive,22494.0,Male,MM
202818,4.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,23931.0,Male,MU
202819,5.0,Standard,3.0,Single,2.0,0,2,1,Senior Manager,29643.0,Male,MS
202820,4.0,Deluxe,3.0,Divorced,6.0,0,3,0,Manager,23614.0,Female,FD
202821,4.0,Basic,3.0,Divorced,6.0,0,5,1,Executive,21221.0,Female,FD
202822,3.0,Deluxe,3.0,Unmarried,2.0,1,2,1,Manager,23982.0,Male,MU
202823,4.0,Super Deluxe,3.0,Single,4.0,1,5,0,AVP,35337.0,Female,FS
202824,4.0,Deluxe,3.0,Married,3.0,1,2,0,Manager,22938.0,Female,FM
202825,4.0,Basic,4.0,Divorced,3.0,0,3,1,Executive,21154.0,Male,MD
202826,4.0,Basic,5.0,Unmarried,2.0,0,3,0,Executive,21780.0,Male,MU
202827,4.0,Basic,4.0,Divorced,3.0,0,2,1,Executive,20922.0,Female,FD
202828,5.0,Standard,3.0,Divorced,3.0,0,2,1,Senior Manager,26274.0,Male,MD
202829,4.0,Basic,3.0,Single,20.0,1,4,1,Executive,20963.0,Male,MS
202830,4.0,Basic,5.0,Married,3.0,0,4,1,Executive,21712.0,Female,FM
202831,4.0,Deluxe,4.0,Married,2.0,0,2,0,Manager,24393.0,Female,FM
202832,4.0,Basic,5.0,Married,5.0,0,3,1,Executive,21254.0,Female,FM
202833,4.0,Deluxe,4.0,Unmarried,4.0,1,5,0,Manager,22875.0,Male,MU
202834,5.0,Super Deluxe,4.0,Married,3.0,0,3,0,AVP,33014.0,Male,MM
202835,5.0,Deluxe,3.0,Divorced,8.0,0,5,1,Manager,22126.0,Female,FD
202836,4.0,King,5.0,Divorced,3.0,0,4,1,VP,38084.0,Male,MD
202837,4.0,Deluxe,3.0,Divorced,2.0,0,2,1,Manager,25216.0,Female,FD
202838,4.0,Deluxe,5.0,Divorced,3.0,0,2,1,Manager,22984.0,Female,FD
202839,4.0,Basic,3.0,Divorced,2.0,0,4,0,Executive,20936.0,Male,MD
202840,4.0,Deluxe,3.0,Married,6.0,1,2,0,Manager,23200.0,Female,FM
202841,5.0,Deluxe,3.0,Unmarried,3.0,1,2,0,Manager,23165.0,Female,FU
202842,4.0,Deluxe,3.0,Divorced,5.0,1,3,1,Manager,23127.0,Female,FD
202843,5.0,Basic,5.0,Divorced,3.0,0,4,0,Executive,20896.0,Male,MD
202844,4.0,King,3.0,Married,3.0,1,3,0,VP,37875.0,Male,MM
202845,3.0,Super Deluxe,5.0,Divorced,2.0,0,3,1,AVP,31890.0,Female,FD
202846,4.0,Deluxe,3.0,Unmarried,2.0,0,2,1,Manager,25255.0,Female,FU
202847,3.0,Standard,5.0,Divorced,3.0,0,3,1,Senior Manager,27070.0,Male,MD
202848,4.0,Deluxe,5.0,Married,3.0,0,2,0,Manager,23236.0,Male,MM
202849,4.0,Basic,5.0,Divorced,7.0,0,5,1,Executive,22709.0,Male,MD
202850,5.0,Standard,3.0,Divorced,4.0,1,2,0,Senior Manager,26647.0,Male,MD
202851,4.0,Basic,3.0,Divorced,5.0,0,5,1,Executive,21332.0,Male,MD
202852,4.0,Super Deluxe,3.0,Divorced,4.0,0,5,1,AVP,35233.0,Female,FD
202853,4.0,Deluxe,3.0,Married,4.0,0,3,1,Manager,23234.0,Female,FM
202854,6.0,Deluxe,3.0,Unmarried,4.0,0,2,0,Manager,24769.0,Female,FU
202855,4.0,King,5.0,Divorced,7.0,0,5,0,VP,38244.0,Female,FD
202856,4.0,Deluxe,3.0,Married,4.0,0,5,0,Manager,23488.0,Female,FM
202857,5.0,Deluxe,3.0,Divorced,2.0,0,3,0,Manager,23201.0,Female,FD
202858,4.0,Basic,4.0,Unmarried,3.0,1,4,1,Executive,21880.0,Female,FU
202859,6.0,Basic,3.0,Married,2.0,0,4,1,Executive,21029.0,Female,FM
202860,4.0,Basic,3.0,Divorced,3.0,1,5,1,Executive,20380.0,Male,MD
202861,4.0,King,3.0,Divorced,3.0,0,3,0,VP,36719.0,Female,FD
202862,4.0,Basic,3.0,Married,3.0,0,3,1,Executive,21564.0,Female,FM
202863,4.0,Basic,3.0,Divorced,6.0,0,3,0,Executive,20775.0,Male,MD
202864,5.0,Standard,3.0,Divorced,3.0,0,2,1,Senior Manager,30613.0,Male,MD
202865,5.0,Basic,4.0,Divorced,7.0,0,3,0,Executive,21224.0,Female,FD
202866,5.0,Basic,3.0,Single,3.0,0,3,1,Executive,21242.0,Male,MS
202867,4.0,Standard,5.0,Divorced,2.0,0,2,1,Senior Manager,27090.0,Female,FD
202868,5.0,Super Deluxe,3.0,Married,5.0,0,3,0,AVP,32796.0,Male,MM
202869,5.0,Super Deluxe,3.0,Divorced,3.0,0,5,1,AVP,35724.0,Male,MD
202870,4.0,Basic,3.0,Single,2.0,0,4,1,Executive,21242.0,Female,FS
202871,5.0,Standard,5.0,Divorced,6.0,0,2,1,Senior Manager,28944.0,Female,FD
202872,4.0,Deluxe,3.0,Married,7.0,0,2,0,Manager,23748.0,Female,FM
202873,4.0,Super Deluxe,3.0,Divorced,3.0,0,5,0,AVP,36539.0,Male,MD
202874,6.0,Basic,3.0,Unmarried,2.0,0,4,1,Executive,22908.0,Male,MU
202875,4.0,Deluxe,3.0,Unmarried,2.0,0,2,1,Manager,22458.0,Female,FU
202876,5.0,Basic,3.0,Married,5.0,0,5,1,Executive,21446.0,Male,MM
202877,5.0,Standard,3.0,Divorced,4.0,1,2,1,Senior Manager,27749.0,Female,FD
202878,4.0,Standard,4.0,Married,3.0,0,3,1,Senior Manager,29326.0,Male,MM
202879,4.0,Standard,3.0,Divorced,2.0,1,5,0,Senior Manager,32288.0,Male,MD
202880,6.0,Basic,3.0,Married,2.0,0,5,0,Executive,22086.0,Male,MM
202881,4.0,Basic,4.0,Unmarried,2.0,0,2,1,Executive,21661.0,Male,MU
202882,4.0,Standard,3.0,Divorced,6.0,1,2,0,Senior Manager,26310.0,Male,MD
202883,4.0,Standard,3.0,Divorced,5.0,0,3,1,Senior Manager,28502.0,Male,MD
202884,4.0,Standard,5.0,Married,2.0,1,3,1,Senior Manager,28628.0,Female,FM
202885,4.0,Basic,3.0,Divorced,6.0,0,3,1,Executive,20771.0,Male,MD
202886,4.0,Standard,3.0,Single,3.0,0,2,1,Senior Manager,28658.0,Male,MS
202887,5.0,Basic,3.0,Unmarried,7.0,0,5,1,Executive,22572.0,Male,MU
202888,4.0,Deluxe,3.0,Divorced,4.0,0,5,1,Manager,22729.0,Female,FD
202889,4.0,Super Deluxe,4.0,Single,5.0,0,2,0,AVP,35513.0,Female,FS
202890,4.0,Deluxe,3.0,Unmarried,2.0,0,2,0,Manager,24908.0,Male,MU
202891,4.0,Deluxe,3.0,Divorced,2.0,0,3,1,Manager,23395.0,Male,MD
202892,4.0,Super Deluxe,3.0,Single,2.0,0,5,1,AVP,31915.0,Female,FS
202893,4.0,Basic,3.0,Divorced,3.0,0,2,0,Executive,22433.0,Female,FD
