CustomerID,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
202448,4,Basic,4,Divorced,2,0,5,1,1,Executive,22146
202449,4,Basic,3,Unmarried,2,0,5,1,2,Executive,21746
202450,3,Basic,5,Divorced,6,1,2,1,2,Executive,21348
202451,4,Basic,3,Married,3,0,2,0,2,Executive,21371
202452,5,Standard,3,Unmarried,2,0,3,0,1,Senior Manager,28204
202453,4,Deluxe,3,Divorced,8,0,3,1,1,Manager,23915
202454,3,Basic,4,Divorced,2,0,3,1,2,Executive,21104
202455,5,Deluxe,3,Unmarried,2,1,3,0,1,Manager,22871
202456,4,Basic,3,Married,3,0,3,0,2,Executive,21589
202457,4,Basic,3,Married,2,0,3,0,3,Executive,21339
202458,5,Basic,3,Single,7,1,2,0,1,Executive,20706
202459,3,Standard,5,Married,3,0,5,1,2,Senior Manager,28658
202460,3,Basic,4,Married,2,1,2,1,1,Executive,21976
202461,3,Basic,3,Married,3,1,3,0,1,Executive,21613
202462,5,Super Deluxe,3,Divorced,4,0,3,1,1,AVP,34105
202463,4,Basic,3,Unmarried,7,1,4,0,2,Executive,22622
202464,3,Deluxe,3,Married,2,0,3,1,3,Manager,22689
202465,5,Deluxe,5,Unmarried,2,0,2,0,1,Manager,22085
202466,4,Standard,4,Single,2,0,3,1,1,Senior Manager,30672
202467,,Basic,3,Single,3,0,3,1,2,Executive,19910
202468,4,Basic,5,Unmarried,4,0,2,1,2,Executive,21638
202469,4,King,3,Married,,0,5,0,2,VP,37772
202470,6,Basic,5,Unmarried,3,1,4,1,3,Executive,22597
202471,4,Deluxe,4,Divorced,2,0,3,0,2,Manager,25503
202472,5,Standard,3,Divorced,5,0,4,1,1,Senior Manager,28926
202473,4,King,5,Single,,0,2,0,2,VP,37625
202474,4,Basic,3,Single,6,0,3,1,3,Executive,21174
202475,4,Deluxe,3,Divorced,4,1,3,1,2,Manager,25143
202476,5,Basic,3,Single,3,0,4,1,2,Executive,20884
202477,4,Deluxe,3,Divorced,5,0,2,0,2,Manager,20764
202478,4,Basic,3,Divorced,4,1,3,1,3,Executive,20971
202479,3,Basic,3,Married,3,0,2,0,2,Executive,21323
202480,5,Basic,3,Divorced,3,1,4,0,1,Executive,21361
202481,4,Basic,3,Divorced,3,0,2,1,1,Executive,20692
202482,5,Basic,5,Divorced,2,1,2,1,1,Executive,98678
202483,3,Deluxe,5,Divorced,4,0,3,1,1,Manager,24054
202484,4,Basic,3,Married,3,0,4,0,1,Executive,20629
202485,4,Basic,5,Married,3,0,3,0,2,Executive,21019
202486,6,Basic,3,Single,3,0,2,1,2,Executive,20971
202487,4,Standard,3,Unmarried,3,0,2,1,1,Senior Manager,27404
202488,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22689
202489,4,King,3,Divorced,3,0,4,1,1,VP,38223
202490,4,Deluxe,3,Unmarried,2,0,5,1,2,Manager,23246
202491,4,Basic,4,Divorced,6,0,4,1,2,Executive,21700
202492,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,24450
202493,3,Basic,3,Divorced,3,0,5,1,2,Executive,20947
202494,5,Standard,3,Unmarried,2,1,5,0,3,Senior Manager,24059
202495,4,Basic,3,Unmarried,3,1,2,1,1,Executive,22119
202496,4,Deluxe,5,Married,7,1,2,0,1,Manager,24132
202497,5,Standard,5,Divorced,4,1,5,1,2,Senior Manager,28562
202498,5,Deluxe,3,Divorced,2,1,2,1,1,Manager,22835
202499,4,Standard,3,Single,3,1,2,1,1,Senior Manager,32136
202500,4,Standard,5,Divorced,3,0,4,1,1,Senior Manager,27747
202501,4,Basic,5,Divorced,5,1,4,1,1,Executive,22692
202502,4,Deluxe,3,Married,5,0,3,1,1,Manager,24593
202503,5,Deluxe,3,Married,3,0,5,1,2,Manager,24671
202504,4,Deluxe,3,Divorced,3,1,4,1,1,Manager,24840
202505,4,Deluxe,3,Single,3,0,3,1,1,Manager,21084
202506,5,King,3,Married,,1,4,1,2,VP,37418
202507,4,Standard,5,Unmarried,2,0,3,1,1,Senior Manager,26315
202508,4,Standard,3,Married,3,0,4,1,2,Senior Manager,28774
202509,4,Super Deluxe,3,Married,4,1,3,0,2,AVP,33434
202510,5,Deluxe,4,Unmarried,3,0,4,1,2,Manager,25177
202511,4,Standard,5,Married,4,0,3,1,2,Senior Manager,28402
202512,4,Basic,5,Divorced,6,0,2,0,2,Executive,20872
202513,5,Basic,3,Divorced,2,1,2,0,2,Executive,22066
202514,5,Deluxe,3,Unmarried,2,0,5,1,2,Manager,24151
202515,4,Basic,4,Divorced,2,0,4,0,1,Executive,21381
202516,4,Basic,4,Single,3,0,3,0,1,Executive,21179
202517,4,Deluxe,4,Divorced,3,0,3,0,1,Manager,24898
202518,3,Deluxe,3,Divorced,5,0,2,0,1,Manager,21716
202519,4,Deluxe,3,Unmarried,3,0,5,0,2,Manager,23102
202520,5,Deluxe,5,Unmarried,2,0,2,0,2,Manager,22990
202521,4,Standard,5,Divorced,6,1,3,0,1,Senior Manager,31923
202522,4,Standard,3,Single,6,0,2,0,1,Senior Manager,32342
202523,4,Deluxe,4,Married,2,1,5,0,2,Manager,23699
202524,5,Deluxe,3,Divorced,3,1,2,1,2,Manager,23804
202525,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21537
202526,4,Standard,3,Divorced,5,0,2,0,2,Senior Manager,28917
202527,6,Deluxe,3,Married,2,1,2,0,3,Manager,24007
202528,4,Deluxe,4,Divorced,3,0,5,0,1,Manager,23003
202529,6,Standard,3,Unmarried,6,0,2,0,1,Senior Manager,25938
202530,4,Basic,5,Married,5,0,3,1,2,Executive,21000
202531,4,Basic,3,Divorced,5,0,3,1,1,Executive,20753
202532,5,Deluxe,3,Divorced,3,0,4,1,1,Manager,22830
202533,5,Standard,3,Unmarried,3,0,5,0,2,Senior Manager,28297
202534,5,Super Deluxe,4,Divorced,3,0,2,1,3,AVP,32181
202535,4,Deluxe,3,Unmarried,2,1,5,1,2,Manager,24119
202536,5,Deluxe,4,Married,3,1,3,1,2,Manager,23887
202537,5,Standard,5,Divorced,4,1,2,1,2,Senior Manager,29351
202538,4,Deluxe,3,Unmarried,3,0,5,1,1,Manager,23688
202539,4,Standard,3,Divorced,2,0,4,1,1,Senior Manager,32227
202540,4,Deluxe,3,Divorced,2,0,4,1,1,Manager,23677
202541,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,22899
202542,4,Super Deluxe,3,Single,2,0,3,1,2,AVP,32550
202543,4,Deluxe,4,Divorced,6,0,3,1,1,Manager,20720
202544,4,Basic,5,Married,6,1,2,1,1,Executive,20751
202545,4,Basic,5,Unmarried,3,0,2,0,3,Executive,21634
202546,5,Basic,3,Unmarried,3,1,2,1,2,Executive,21604
202547,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23487
202548,5,Deluxe,3,Married,7,0,2,0,2,Manager,23841
202549,5,King,3,Divorced,,0,2,1,2,VP,37522
202550,4,King,4,Divorced,,1,2,0,3,VP,36850
202551,5,Deluxe,3,Unmarried,3,1,3,1,1,Manager,24422
202552,5,Basic,3,Divorced,3,0,2,1,3,Executive,21567
202553,4,Basic,3,Unmarried,3,0,2,1,2,Executive,21549
202554,5,Standard,5,Unmarried,5,0,2,1,1,Senior Manager,26162
202555,6,Deluxe,3,Unmarried,3,1,5,1,2,Manager,24752
202556,3,Super Deluxe,3,Single,,1,3,1,1,AVP,36006
202557,4,Basic,3,Divorced,2,0,4,1,1,Executive,21452
202558,5,Deluxe,4,Married,8,0,3,0,2,Manager,23183
202559,4,Standard,3,Unmarried,4,0,3,0,1,Senior Manager,26106
202560,5,Standard,5,Single,4,0,2,0,1,Senior Manager,30309
202561,4,Standard,3,Divorced,2,0,5,0,1,Senior Manager,28416
202562,4,Basic,3,Married,7,0,2,1,1,Executive,21513
202563,4,Super Deluxe,3,Divorced,,1,2,0,1,AVP,35637
202564,6,Basic,3,Married,3,0,3,1,3,Executive,21291
202565,4,Deluxe,4,Divorced,2,0,2,0,2,Manager,24824
202566,4,Basic,4,Divorced,2,1,5,1,2,Executive,23641
202567,4,King,3,Single,,0,5,1,1,VP,38215
202568,6,Deluxe,3,Divorced,6,1,3,1,2,Manager,24850
202569,5,Basic,4,Divorced,3,0,3,1,1,Executive,21046
202570,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,28990
202571,4,Basic,3,Single,3,1,2,0,2,Executive,20353
202572,4,Basic,3,Divorced,2,0,5,1,3,Executive,21201
202573,4,Deluxe,5,Divorced,3,0,2,1,3,Manager,25245
202574,3,Basic,3,Unmarried,6,0,3,0,3,Executive,23417
202575,4,Standard,3,Unmarried,6,0,5,0,1,Senior Manager,27886
202576,6,Deluxe,3,Divorced,5,1,3,1,1,Manager,23237
202577,4,Standard,3,Married,5,1,2,0,2,Senior Manager,26867
202578,4,Basic,3,Divorced,3,0,4,1,1,Executive,21620
202579,4,Deluxe,4,Married,8,0,4,1,2,Manager,23619
202580,6,Standard,3,Single,4,0,2,0,2,Senior Manager,29328
202581,5,Deluxe,3,Divorced,6,0,5,1,1,Manager,24580
202582,5,Deluxe,3,Divorced,4,0,4,0,1,Manager,27317
202583,4,Deluxe,3,Divorced,2,1,3,1,2,Manager,25025
202584,4,Basic,5,Unmarried,2,0,4,1,2,Executive,22878
202585,4,Basic,3,Unmarried,7,0,2,1,1,Executive,22130
202586,4,Deluxe,3,Single,5,1,5,0,1,Manager,4678
202587,4,Basic,3,Unmarried,3,0,2,1,1,Executive,21310
202588,6,Deluxe,3,Married,2,0,2,0,2,Manager,23346
202589,4,Basic,5,Married,7,0,5,1,2,Executive,21882
202590,5,Basic,3,Unmarried,2,0,4,0,1,Executive,21398
202591,5,Super Deluxe,5,Married,,0,2,1,1,AVP,35859
202592,4,Basic,5,Divorced,4,0,2,0,3,Executive,20916
202593,4,Basic,4,Single,3,0,3,1,3,Executive,20161
202594,4,Deluxe,4,Married,3,0,2,1,1,Manager,24283
202595,4,Standard,4,Divorced,3,0,4,1,3,Senior Manager,25973
202596,4,Deluxe,3,Divorced,4,1,5,0,1,Manager,20984
202597,4,Deluxe,4,Married,2,0,4,1,1,Manager,21026
202598,4,Standard,3,Unmarried,3,0,4,1,2,Senior Manager,27676
202599,4,Deluxe,3,Divorced,3,0,3,0,2,Manager,22997
202600,5,Deluxe,3,Divorced,4,0,3,1,2,Manager,24810
202601,5,Basic,4,Divorced,6,1,2,1,1,Executive,22024
202602,5,Standard,3,Divorced,2,0,2,1,1,Senior Manager,29533
202603,4,Basic,3,Divorced,8,0,5,1,3,Executive,20909
202604,4,Basic,3,Divorced,3,0,2,0,2,Executive,21001
202605,4,Basic,4,Married,8,0,3,0,1,Executive,20702
202606,4,Basic,3,Divorced,3,0,2,0,1,Executive,21391
202607,3,Standard,3,Married,5,1,4,1,2,Senior Manager,28117
202608,5,Basic,3,Married,3,1,2,0,3,Executive,21244
202609,4,King,,Single,5,0,5,1,1,VP,38604
202610,4,Basic,3,Married,6,0,4,1,2,Executive,21129
202611,4,Standard,3,Divorced,4,0,4,1,2,Senior Manager,28097
202612,5,Deluxe,3,Unmarried,6,0,2,1,2,Manager,27364
202613,4,Basic,3,Unmarried,5,0,2,0,2,Executive,21716
202614,4,Basic,4,Divorced,2,1,4,1,1,Executive,21736
202615,6,Basic,5,Single,2,0,3,1,2,Executive,21003
202616,4,Basic,4,Single,6,0,4,1,1,Executive,20766
202617,4,Deluxe,5,Married,3,0,2,0,2,Manager,21750
202618,4,Deluxe,5,Married,6,1,4,0,1,Manager,23684
202619,4,Basic,5,Married,6,1,4,1,2,Executive,22935
202620,4,Basic,3,Single,2,0,3,0,2,Executive,21178
202621,5,Basic,3,Single,3,0,5,0,1,Executive,19780
202622,4,Standard,5,Married,3,0,2,1,2,Senior Manager,29131
202623,4,Basic,3,Single,3,0,2,1,2,Executive,20966
202624,4,Basic,3,Divorced,2,1,4,1,3,Executive,22607
202625,4,Basic,4,Single,4,0,3,1,1,Executive,20989
202626,4,Basic,4,Unmarried,3,1,4,0,3,Executive,21818
202627,5,Basic,3,Divorced,4,0,3,0,1,Executive,22368
202628,3,Deluxe,5,Married,3,0,2,1,2,Manager,23128
202629,4,Basic,4,Divorced,3,0,5,0,1,Executive,21434
202630,4,King,3,Divorced,,0,5,0,2,VP,37711
202631,3,King,4,Single,,0,2,0,3,VP,37400
202632,5,Deluxe,3,Divorced,3,0,4,0,1,Manager,28225
202633,4,Super Deluxe,4,Single,5,0,5,0,2,AVP,32412
202634,5,King,,Divorced,2,0,2,1,2,VP,38677
202635,4,Basic,4,Single,3,0,3,1,1,Executive,20957
202636,5,Deluxe,3,Divorced,5,1,4,1,2,Manager,24594
202637,3,Basic,3,Married,6,0,4,0,2,Executive,20767
202638,5,Super Deluxe,3,Divorced,2,0,4,1,,AVP,35470
202639,3,Basic,5,Divorced,3,1,3,0,3,Executive,22242
202640,4,Deluxe,4,Unmarried,7,0,2,1,1,Manager,23103
202641,4,Deluxe,3,Married,4,0,2,0,1,Manager,23943
202642,4,Deluxe,3,Divorced,2,0,2,0,2,Manager,25231
202643,4,Deluxe,3,Divorced,5,0,2,0,2,Manager,24939
202644,5,Deluxe,5,Divorced,7,0,3,0,2,Manager,22976
202645,4,Deluxe,3,Married,3,1,2,0,2,Manager,25482
202646,4,Basic,3,Married,3,1,3,1,1,Executive,22493
202647,4,Deluxe,3,Divorced,2,1,2,1,2,Manager,21419
202648,4,Deluxe,5,Divorced,2,1,3,0,2,Manager,25351
202649,4,Standard,3,Divorced,3,0,3,1,2,Senior Manager,26317
202650,3,Basic,4,Married,3,1,4,0,1,Executive,21006
202651,4,Basic,3,Single,3,0,3,1,3,Executive,20831
202652,5,Deluxe,3,Divorced,2,0,5,1,1,Manager,23554
202653,4,Standard,5,Married,2,0,2,0,1,Senior Manager,28074
202654,6,Standard,3,Divorced,3,0,2,1,2,Senior Manager,29078
202655,5,Standard,3,Unmarried,3,0,5,1,2,Senior Manager,27152
202656,4,Deluxe,3,Single,3,0,2,1,2,Manager,28659
202657,5,Standard,4,Divorced,7,0,3,1,2,Senior Manager,31168
202658,4,Basic,5,Unmarried,7,1,4,1,2,Executive,21335
202659,4,Standard,3,Single,5,1,2,0,2,Senior Manager,32269
202660,5,Deluxe,5,Unmarried,7,0,2,0,2,Manager,25374
202661,4,Basic,3,Single,2,0,2,0,1,Executive,20736
202662,5,Standard,3,Unmarried,8,0,4,1,1,Senior Manager,27543
202663,4,Deluxe,5,Divorced,4,0,4,1,2,Manager,24618
202664,4,Deluxe,4,Unmarried,2,0,2,0,3,Manager,24592
202665,5,Basic,4,Divorced,8,0,4,0,1,Executive,21300
202666,4,Standard,3,Married,3,1,3,0,2,Senior Manager,30863
202667,4,Standard,3,Married,2,0,2,1,2,Senior Manager,29287
202668,6,Deluxe,3,Divorced,2,0,3,1,1,Manager,23023
202669,5,Basic,3,Divorced,5,0,3,0,2,Executive,20855
202670,4,Basic,3,Married,6,0,4,1,1,Executive,20855
202671,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,26596
202672,4,Standard,3,Unmarried,3,0,5,1,1,Senior Manager,27467
202673,5,Basic,3,Single,3,1,3,0,2,Executive,21067
202674,5,Basic,3,Unmarried,2,0,3,0,1,Executive,21890
202675,4,King,3,Divorced,,0,2,0,2,VP,37910
202676,4,Basic,3,Divorced,2,0,4,1,1,Executive,20945
202677,4,King,3,Married,,0,2,1,2,VP,38195
202678,4,Basic,3,Divorced,7,1,2,0,2,Executive,21114
202679,4,Super Deluxe,3,Divorced,7,1,3,0,,AVP,34742
202680,4,Basic,5,Divorced,2,0,3,1,1,Executive,21385
202681,5,King,3,Single,,1,2,1,3,VP,37746
202682,4,Basic,4,Divorced,4,0,3,1,1,Executive,22609
202683,5,Basic,3,Unmarried,2,1,5,1,1,Executive,22408
202684,4,Basic,3,Married,2,0,3,0,2,Executive,20910
202685,4,Deluxe,3,Divorced,2,0,4,1,3,Manager,23143
202686,4,Deluxe,5,Married,4,0,2,1,1,Manager,21750
202687,4,Deluxe,3,Married,3,0,3,1,2,Manager,21997
202688,3,King,3,Divorced,,0,4,1,3,VP,37880
202689,4,Standard,3,Married,2,0,4,1,3,Senior Manager,32353
202690,5,Basic,3,Divorced,3,0,2,0,3,Executive,21589
202691,5,Deluxe,5,Divorced,8,0,4,0,2,Manager,24635
202692,5,Basic,5,Divorced,4,0,4,1,2,Executive,22598
202693,3,Deluxe,3,Divorced,6,0,2,0,3,Manager,25112
202694,4,Standard,3,Married,8,0,3,1,3,Senior Manager,28726
202695,4,Standard,3,Single,2,0,2,1,2,Senior Manager,29616
202696,4,Basic,3,Single,3,0,3,0,1,Executive,21018
202697,3,Deluxe,5,Unmarried,5,1,2,0,1,Manager,25223
202698,4,Deluxe,3,Married,4,0,2,1,2,Manager,25609
202699,4,Deluxe,3,Divorced,2,0,3,1,2,Manager,23576
202700,5,Basic,5,Married,2,1,4,1,1,Executive,21271
202701,4,King,3,Married,,0,5,0,1,VP,38114
202702,4,Basic,3,Divorced,3,0,4,1,1,Executive,21401
202703,5,Basic,4,Unmarried,2,0,3,1,3,Executive,22157
202704,3,Basic,4,Divorced,3,0,2,0,2,Executive,21472
202705,5,Deluxe,3,Divorced,5,0,5,1,2,Manager,23927
202706,5,Deluxe,5,Single,6,0,4,0,2,Manager,20854
202707,6,Super Deluxe,4,Divorced,5,1,5,1,,AVP,35550
202708,4,Basic,3,Unmarried,4,0,4,1,2,Executive,22163
202709,5,Deluxe,4,Divorced,4,0,4,0,2,Manager,25322
202710,5,Deluxe,3,Divorced,2,0,3,1,2,Manager,24260
202711,3,Deluxe,5,Married,3,0,5,1,2,Manager,22678
202712,4,Super Deluxe,3,Divorced,2,1,3,0,1,AVP,32174
202713,4,Basic,3,Divorced,2,0,5,1,2,Executive,21888
202714,4,King,5,Single,,1,2,1,1,VP,37723
202715,4,Standard,4,Divorced,3,1,3,1,1,Senior Manager,30527
202716,4,Basic,3,Divorced,3,0,2,1,2,Executive,20748
202717,4,Deluxe,3,Divorced,6,0,3,0,1,Manager,25180
202718,5,Basic,3,Unmarried,3,0,5,1,2,Executive,21908
202719,4,Standard,3,Married,4,1,3,0,1,Senior Manager,32281
202720,3,Standard,4,Married,2,0,5,1,2,Senior Manager,30674
202721,3,Deluxe,5,Married,3,1,3,0,1,Manager,24283
202722,4,Deluxe,4,Married,3,0,5,0,2,Manager,25075
202723,4,King,4,Married,,0,5,1,1,VP,37822
202724,4,Super Deluxe,3,Divorced,,1,5,0,1,AVP,36262
202725,4,Deluxe,3,Divorced,3,0,3,1,1,Manager,23585
202726,4,Deluxe,3,Unmarried,3,0,2,0,1,Manager,23232
202727,4,Deluxe,3,Divorced,5,1,2,1,2,Manager,24093
202728,4,Deluxe,5,Divorced,3,1,3,1,2,Manager,23419
202729,4,Basic,3,Single,3,0,2,1,2,Executive,20793
202730,4,Basic,3,Married,5,1,5,0,2,Executive,21839
202731,4,Deluxe,3,Married,2,0,3,0,1,Manager,24423
202732,4,Basic,4,Married,4,1,2,1,2,Executive,21051
202733,4,Basic,3,Unmarried,3,0,4,0,2,Executive,21988
202734,4,King,5,Single,,1,3,0,1,VP,37343
202735,4,Deluxe,4,Unmarried,6,0,2,1,1,Manager,23163
202736,4,Basic,4,Married,3,0,3,0,2,Executive,21467
202737,5,Deluxe,3,Unmarried,3,1,2,1,2,Manager,24506
202738,4,Basic,3,Divorced,3,1,2,0,1,Executive,21004
202739,4,Super Deluxe,4,Divorced,7,0,3,1,3,AVP,32203
202740,4,Basic,3,Single,3,0,4,0,1,Executive,20098
202741,4,Standard,4,Divorced,2,0,2,1,3,Senior Manager,26698
202742,3,Basic,3,Divorced,6,0,5,0,1,Executive,22366
202743,6,Deluxe,4,Married,7,0,2,0,1,Manager,24160
202744,4,Super Deluxe,4,Single,3,0,3,1,,AVP,34693
202745,5,Basic,3,Single,3,0,2,1,3,Executive,19878
202746,3,Deluxe,5,Unmarried,2,0,5,0,3,Manager,24339
202747,3,Deluxe,3,Divorced,6,0,2,1,1,Manager,25607
202748,3,Standard,3,Married,2,0,3,1,1,Senior Manager,28291
202749,4,Deluxe,4,Divorced,2,0,3,0,1,Manager,24352
202750,5,Deluxe,3,Divorced,3,0,3,1,3,Manager,24162
202751,5,Standard,4,Divorced,5,0,3,1,1,Senior Manager,30739
202752,6,Deluxe,3,Married,4,1,2,1,2,Manager,24338
202753,4,Basic,3,Divorced,2,1,4,0,2,Executive,23499
202754,5,Deluxe,5,Divorced,5,0,3,0,2,Manager,25088
202755,4,Standard,5,Married,3,0,2,1,3,Senior Manager,23888
202756,4,Basic,3,Married,2,1,4,1,2,Executive,21373
202757,4,Standard,4,Divorced,8,0,3,1,3,Senior Manager,30556
202758,4,Super Deluxe,5,Divorced,,1,3,1,2,AVP,35746
202759,4,Basic,3,Single,2,0,5,0,2,Executive,21133
202760,5,Super Deluxe,3,Single,2,1,3,1,1,AVP,32642
202761,5,Deluxe,4,Divorced,4,0,2,1,2,Manager,23619
202762,4,Basic,4,Single,3,1,3,0,2,Executive,21156
202763,5,Deluxe,4,Divorced,3,1,2,1,1,Manager,23906
202764,4,Deluxe,3,Unmarried,3,1,4,1,3,Manager,23156
202765,4,Deluxe,3,Married,6,0,2,0,1,Manager,26225
202766,3,Deluxe,3,Unmarried,2,0,3,1,3,Manager,23733
202767,6,Basic,3,Divorced,7,1,3,1,1,Executive,22142
202768,4,Deluxe,3,Divorced,3,0,3,0,3,Manager,24453
202769,5,Standard,3,Divorced,3,0,2,1,2,Senior Manager,27621
202770,5,King,3,Divorced,,0,5,1,2,VP,37950
202771,4,Deluxe,3,Divorced,6,1,4,1,2,Manager,23916
202772,5,Deluxe,3,Unmarried,5,0,3,1,2,Manager,23360
202773,4,King,3,Divorced,,0,2,0,2,VP,36978
202774,5,Deluxe,3,Married,3,0,3,0,1,Manager,23935
202775,4,Deluxe,4,Divorced,2,1,2,0,3,Manager,25027
202776,4,Deluxe,3,Unmarried,5,0,4,1,1,Manager,23547
202777,4,Standard,5,Divorced,2,0,5,1,1,Senior Manager,28663
202778,4,Deluxe,3,Divorced,2,0,3,1,1,Manager,22375
202779,6,Deluxe,3,Divorced,4,1,3,1,1,Manager,26135
202780,6,Basic,5,Divorced,3,1,3,1,2,Executive,20797
202781,5,Basic,3,Unmarried,2,0,2,1,1,Executive,22661
202782,5,Deluxe,3,Married,3,0,2,0,1,Manager,24796
202783,4,Deluxe,4,Divorced,3,0,2,0,1,Manager,24892
202784,4,Deluxe,3,Married,2,0,3,0,1,Manager,25025
202785,5,Standard,3,Married,2,1,5,1,2,Senior Manager,30188
202786,4,Standard,3,Unmarried,3,1,4,1,2,Senior Manager,25821
202787,5,Deluxe,4,Married,3,1,5,0,2,Manager,26946
202788,4,Standard,4,Unmarried,2,0,3,0,1,Senior Manager,26773
202789,4,Basic,3,Married,3,0,2,1,2,Executive,21582
202790,5,Deluxe,4,Unmarried,8,1,3,1,1,Manager,24710
202791,4,Deluxe,3,Unmarried,5,0,4,0,2,Manager,21654
202792,4,Super Deluxe,3,Single,4,0,3,0,,AVP,34670
202793,4,Deluxe,3,Divorced,3,0,2,1,2,Manager,23327
202794,4,Basic,3,Married,2,1,4,1,1,Executive,21374
202795,4,Basic,4,Divorced,3,0,4,0,1,Executive,21048
202796,4,Standard,3,Divorced,5,0,4,0,1,Senior Manager,31182
202797,3,Deluxe,5,Married,6,1,3,1,2,Manager,24652
202798,4,Deluxe,3,Divorced,2,1,3,1,1,Manager,23414
202799,4,Deluxe,3,Divorced,3,0,5,1,1,Manager,23974
202800,5,Deluxe,3,Unmarried,5,0,2,0,2,Manager,25459
202801,5,Basic,4,Single,3,1,5,1,2,Executive,20852
202802,4,Deluxe,3,Unmarried,6,0,2,1,2,Manager,25331
202803,5,Standard,3,Divorced,6,0,2,0,2,Senior Manager,28377
202804,4,Deluxe,3,Divorced,4,0,3,1,2,Manager,25433
202805,3,Basic,3,Divorced,5,1,3,0,2,Executive,20891
202806,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21288
202807,4,Basic,3,Unmarried,3,1,2,1,1,Executive,21529
202808,4,Basic,5,Divorced,8,0,2,1,2,Executive,22130
202809,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,23936
202810,4,Deluxe,4,Unmarried,3,0,3,1,1,Manager,28033
202811,5,Standard,3,Single,8,0,5,0,3,Senior Manager,29174
202812,5,Deluxe,3,Divorced,4,1,3,1,2,Manager,25058
202813,5,Basic,4,Unmarried,2,1,3,1,1,Executive,21335
202814,3,Basic,4,Unmarried,3,0,5,0,2,Executive,21394
202815,4,Basic,3,Single,2,0,3,1,1,Executive,20879
202816,5,Deluxe,4,Unmarried,2,0,2,1,3,Manager,25218
202817,4,Basic,4,Married,3,0,3,0,1,Executive,22494
202818,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23931
202819,5,Standard,3,Single,2,0,2,1,2,Senior Manager,29643
202820,4,Deluxe,3,Divorced,6,0,3,0,2,Manager,23614
202821,4,Basic,3,Divorced,6,0,5,1,1,Executive,21221
202822,3,Deluxe,3,Unmarried,2,1,2,1,3,Manager,23982
202823,4,Super Deluxe,3,Single,4,1,5,0,,AVP,35337
202824,4,Deluxe,3,Married,3,1,2,0,3,Manager,22938
202825,4,Basic,4,Divorced,3,0,3,1,3,Executive,21154
202826,4,Basic,5,Unmarried,2,0,3,0,3,Executive,21780
202827,4,Basic,4,Divorced,3,0,2,1,1,Executive,20922
202828,5,Standard,3,Divorced,3,0,2,1,1,Senior Manager,26274
202829,4,Basic,3,Single,20,1,4,1,2,Executive,20963
202830,4,Basic,5,Married,3,0,4,1,1,Executive,21712
202831,4,Deluxe,4,Married,2,0,2,0,2,Manager,24393
202832,4,Basic,5,Married,5,0,3,1,2,Executive,21254
202833,4,Deluxe,4,Unmarried,4,1,5,0,2,Manager,22875
202834,5,Super Deluxe,4,Married,3,0,3,0,2,AVP,33014
202835,5,Deluxe,3,Divorced,8,0,5,1,1,Manager,22126
202836,4,King,5,Divorced,,0,4,1,1,VP,38084
202837,4,Deluxe,3,Divorced,2,0,2,1,1,Manager,25216
202838,4,Deluxe,5,Divorced,3,0,2,1,1,Manager,22984
202839,4,Basic,3,Divorced,2,0,4,0,3,Executive,20936
202840,4,Deluxe,3,Married,6,1,2,0,1,Manager,23200
202841,5,Deluxe,3,Unmarried,3,1,2,0,2,Manager,23165
202842,4,Deluxe,3,Divorced,5,1,3,1,2,Manager,23127
202843,5,Basic,5,Divorced,3,0,4,0,1,Executive,20896
202844,4,King,3,Married,,1,3,0,2,VP,37875
202845,3,Super Deluxe,5,Divorced,2,0,3,1,1,AVP,31890
202846,4,Deluxe,3,Unmarried,2,0,2,1,1,Manager,25255
202847,3,Standard,5,Divorced,3,0,3,1,2,Senior Manager,27070
202848,4,Deluxe,5,Married,3,0,2,0,1,Manager,23236
202849,4,Basic,5,Divorced,7,0,5,1,2,Executive,22709
202850,5,Standard,3,Divorced,4,1,2,0,1,Senior Manager,26647
202851,4,Basic,3,Divorced,5,0,5,1,1,Executive,21332
202852,4,Super Deluxe,3,Divorced,4,0,5,1,,AVP,35233
202853,4,Deluxe,3,Married,4,0,3,1,3,Manager,23234
202854,6,Deluxe,3,Unmarried,4,0,2,0,2,Manager,24769
202855,4,King,5,Divorced,7,0,5,0,1,VP,38244
202856,4,Deluxe,3,Married,4,0,5,0,1,Manager,23488
202857,5,Deluxe,3,Divorced,2,0,3,0,1,Manager,23201
202858,4,Basic,4,Unmarried,3,1,4,1,3,Executive,21880
202859,6,Basic,3,Married,2,0,4,1,2,Executive,21029
202860,4,Basic,3,Divorced,3,1,5,1,2,Executive,20380
