CustomerID,DateOfBirth(age),ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Totalvisiting,DateofBirth,Date(birth),Month(birth),Year(birth),TypeofContact(Allias),NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,Designation,MonthlyIncome,Gender,MaritalStatus(Allias)
202972,1974-01,1,51.0,Company Invited,3,15.0,Large Business,4.0,2010-10-05,5,10,2010,CI,4.0,Deluxe,3.0,Divorced,5.0,1,5,1,Manager,25474.0,Male,MD
202973,1986-01,0,39.0,Self Enquiry,1,7.0,Salaried,5.0,2011-01-14,14,1,2011,SE,3.0,Deluxe,3.0,Unmarried,2.0,0,2,1,Manager,26303.0,Female,FU
202974,1997-01,0,28.0,Self Enquiry,1,7.0,Salaried,7.0,2012-12-06,6,12,2012,SE,4.0,Standard,5.0,Divorced,3.0,0,4,1,Senior Manager,26090.0,Female,FD
202975,1992-01,0,33.0,Self Enquiry,1,10.0,Salaried,5.0,2010-06-22,22,6,2010,SE,4.0,Standard,3.0,Single,5.0,0,2,1,Senior Manager,29837.0,Female,FS
202976,1977-01,0,48.0,Self Enquiry,3,21.0,Small Business,5.0,2015-03-01,1,3,2015,SE,4.0,Deluxe,5.0,Unmarried,4.0,0,2,0,Manager,23638.0,Male,MU
202977,1984-01,0,41.0,Company Invited,3,12.0,Salaried,5.0,2015-02-12,12,2,2015,CI,5.0,Standard,5.0,Divorced,7.0,1,5,0,Senior Manager,29153.0,Male,MD
202978,1971-01,0,54.0,Self Enquiry,1,14.0,Salaried,4.0,2013-02-17,17,2,2013,SE,3.0,Super Deluxe,3.0,Divorced,5.0,0,2,0,AVP,33492.0,Male,MD
202979,1983-01,0,42.0,Self Enquiry,2,17.0,Salaried,5.0,2010-08-08,8,8,2010,SE,5.0,King,3.0,Married,3.0,0,2,1,VP,37819.0,Male,MM
202980,1964-01,0,61.0,Self Enquiry,3,23.0,Small Business,4.0,2013-01-14,14,1,2013,SE,4.0,Deluxe,5.0,Unmarried,2.0,0,4,1,Manager,24083.0,Male,MU
202981,1997-01,0,28.0,Company Invited,1,17.0,Salaried,4.0,2011-01-17,17,1,2011,CI,4.0,Standard,5.0,Married,3.0,0,3,1,Senior Manager,27471.0,Male,MM
202982,1983-01,0,42.0,Self Enquiry,2,7.0,Salaried,5.0,2015-07-08,8,7,2015,SE,5.0,King,3.0,Divorced,3.0,0,2,1,VP,37867.0,Male,MD
202983,1974-01,0,51.0,Self Enquiry,3,15.0,Small Business,4.0,2013-07-05,5,7,2013,SE,4.0,Basic,4.0,Divorced,2.0,0,2,1,Executive,22553.0,Male,MD
202984,1996-01,1,29.0,Self Enquiry,1,7.0,Salaried,5.0,2014-05-20,20,5,2014,SE,6.0,Basic,4.0,Single,2.0,1,2,1,Executive,20894.0,Female,FS
202985,1988-01,0,37.0,Company Invited,1,15.0,Salaried,5.0,2013-06-03,3,6,2013,CI,3.0,Standard,5.0,Divorced,2.0,0,3,0,Senior Manager,30391.0,Female,FD
202986,1986-01,0,39.0,Self Enquiry,1,7.0,Salaried,5.0,2010-04-23,23,4,2010,SE,4.0,Standard,3.0,Unmarried,6.0,1,2,0,Senior Manager,26539.0,Female,FU
202987,1980-01,0,45.0,Company Invited,1,31.0,Small Business,5.0,2011-06-25,25,6,2011,CI,6.0,Basic,3.0,Unmarried,4.0,0,3,0,Executive,22386.0,Male,MU
202988,1977-01,0,48.0,Company Invited,3,10.0,Small Business,5.0,2013-11-06,6,11,2013,CI,4.0,Super Deluxe,3.0,Married,2.0,1,5,1,AVP,32448.0,Female,FM
202989,1994-01,0,31.0,Self Enquiry,3,34.0,Small Business,4.0,2010-08-17,17,8,2010,SE,4.0,Deluxe,3.0,Married,2.0,0,3,1,Manager,23982.0,Male,MM
202990,1995-01,0,30.0,Self Enquiry,3,17.0,Salaried,4.0,2011-09-23,23,9,2011,SE,4.0,Basic,3.0,Unmarried,3.0,0,4,0,Executive,21320.0,Male,MU
202991,1982-01,1,43.0,Company Invited,1,26.0,Small Business,5.0,2011-02-02,2,2,2011,CI,3.0,Basic,3.0,Married,8.0,1,3,1,Executive,21437.0,Male,MM
202992,1981-01,0,44.0,Company Invited,3,22.0,Salaried,5.0,2013-07-21,21,7,2013,CI,5.0,Deluxe,3.0,Divorced,5.0,0,5,0,Manager,25482.0,Male,MD
202993,1990-01,0,35.0,Self Enquiry,1,15.0,Small Business,6.0,2011-07-22,22,7,2011,SE,4.0,Deluxe,3.0,Unmarried,5.0,0,4,1,Manager,24820.0,Female,FU
202994,2001-01,0,24.0,Self Enquiry,1,16.0,Small Business,5.0,2010-01-24,24,1,2010,SE,4.0,Basic,5.0,Divorced,3.0,0,3,0,Executive,21178.0,Male,MD
202995,1985-01,0,40.0,Self Enquiry,2,10.0,Salaried,4.0,2013-02-14,14,2,2013,SE,3.0,Deluxe,4.0,Divorced,2.0,0,2,1,Manager,25067.0,Female,FD
202996,1968-01,0,57.0,Self Enquiry,1,16.0,Small Business,4.0,2014-01-17,17,1,2014,SE,4.0,Super Deluxe,3.0,Divorced,2.0,0,4,0,AVP,29781.0,Male,MD
202997,1984-01,0,41.0,Self Enquiry,1,9.0,Small Business,5.0,2012-04-04,4,4,2012,SE,5.0,Basic,3.0,Single,2.0,1,3,1,Executive,21020.0,Female,FS
202998,1997-01,0,28.0,Self Enquiry,1,14.0,Small Business,4.0,2010-06-29,29,6,2010,SE,5.0,Deluxe,5.0,Unmarried,2.0,0,3,1,Manager,25489.0,Female,FU
202999,1995-01,0,30.0,Self Enquiry,3,17.0,Small Business,5.0,2011-12-01,1,12,2011,SE,4.0,Basic,4.0,Married,3.0,0,2,0,Executive,20975.0,Male,MM
203000,1971-01,0,54.0,Self Enquiry,1,13.0,Salaried,4.0,2011-08-27,27,8,2011,SE,4.0,Deluxe,3.0,Single,4.0,0,5,1,Manager,21128.0,Male,MS
203001,1989-01,0,36.0,Company Invited,1,9.0,Salaried,5.0,2010-03-01,1,3,2010,CI,4.0,Deluxe,5.0,Married,4.0,0,4,0,Manager,23771.0,Female,FM
203002,1992-01,0,33.0,Company Invited,1,31.0,Salaried,5.0,2014-03-25,25,3,2014,CI,4.0,Deluxe,3.0,Divorced,3.0,0,4,1,Manager,23987.0,Male,MD
203003,1986-01,0,39.0,Self Enquiry,1,9.0,Small Business,5.0,2012-08-03,3,8,2012,SE,4.0,Basic,3.0,Divorced,8.0,1,4,0,Executive,21735.0,Male,MD
203004,1990-01,0,35.0,Self Enquiry,1,15.0,Salaried,4.0,2012-02-07,7,2,2012,SE,4.0,Deluxe,5.0,Married,5.0,0,5,1,Manager,23799.0,Female,FM
203005,1972-01,0,53.0,Self Enquiry,3,10.0,Small Business,4.0,2010-01-09,9,1,2010,SE,5.0,Super Deluxe,5.0,Divorced,3.0,0,5,1,AVP,35534.0,Male,MD
203006,1991-01,1,34.0,Self Enquiry,1,7.0,Salaried,5.0,2011-05-26,26,5,2011,SE,4.0,Basic,3.0,Unmarried,3.0,1,3,1,Executive,21364.0,Male,MU
203007,1999-01,0,26.0,Self Enquiry,3,33.0,Small Business,4.0,2013-12-26,26,12,2013,SE,4.0,Deluxe,3.0,Unmarried,3.0,0,4,0,Manager,24858.0,Female,FU
203008,1979-01,0,46.0,Self Enquiry,3,9.0,Large Business,4.0,2011-09-29,29,9,2011,SE,6.0,Deluxe,3.0,Unmarried,2.0,0,5,0,Manager,25310.0,Male,MU
203009,2001-01,0,24.0,Self Enquiry,1,17.0,Small Business,6.0,2010-09-30,30,9,2010,SE,3.0,Basic,3.0,Unmarried,3.0,0,2,1,Executive,22183.0,Male,MU
203010,1977-01,1,48.0,Company Invited,3,34.0,Salaried,7.0,2011-10-08,8,10,2011,CI,2.0,Deluxe,3.0,Unmarried,6.0,1,4,1,Manager,25075.0,Female,FU
203011,1990-01,0,35.0,Self Enquiry,3,9.0,Salaried,4.0,2011-02-04,4,2,2011,SE,4.0,Deluxe,3.0,Unmarried,3.0,0,5,0,Manager,24952.0,Male,MU
203012,1969-01,1,56.0,Self Enquiry,1,9.0,Small Business,7.0,2010-10-12,12,10,2010,SE,4.0,King,3.0,Divorced,7.0,1,2,1,VP,38537.0,Male,MD
203013,1988-01,0,37.0,Company Invited,3,15.0,Salaried,7.0,2013-08-09,9,8,2013,CI,5.0,Standard,5.0,Unmarried,3.0,0,2,0,Senior Manager,26265.0,Male,MU
203014,1972-01,0,53.0,Company Invited,1,26.0,Small Business,4.0,2015-03-02,2,3,2015,CI,4.0,Basic,3.0,Divorced,2.0,0,3,1,Executive,22936.0,Male,MD
203015,1998-01,0,27.0,Company Invited,1,7.0,Salaried,7.0,2011-02-20,20,2,2011,CI,6.0,Basic,3.0,Married,5.0,0,4,1,Executive,23042.0,Female,FM
203016,1995-01,0,30.0,Self Enquiry,1,34.0,Small Business,5.0,2013-10-09,9,10,2013,SE,4.0,Deluxe,3.0,Divorced,6.0,0,2,1,Manager,23013.0,Female,FD
203017,1998-01,1,27.0,Self Enquiry,3,15.0,Large Business,5.0,2011-10-21,21,10,2011,SE,5.0,Deluxe,5.0,Unmarried,8.0,0,3,1,Manager,24004.0,Male,MU
203018,1990-01,0,35.0,Self Enquiry,1,7.0,Salaried,5.0,2015-12-03,3,12,2015,SE,2.0,Basic,3.0,Unmarried,4.0,0,2,0,Executive,21958.0,Female,FU
203019,1970-01,0,55.0,Self Enquiry,1,26.0,Small Business,5.0,2013-01-09,9,1,2013,SE,4.0,Deluxe,5.0,Married,2.0,1,3,0,Manager,24163.0,Female,FM
203020,1997-01,0,28.0,Company Invited,3,6.0,Small Business,5.0,2015-12-01,1,12,2015,CI,4.0,Deluxe,3.0,Divorced,2.0,0,3,0,Manager,23020.0,Male,MD
203021,1987-01,0,38.0,Self Enquiry,1,17.0,Salaried,5.0,2014-07-05,5,7,2014,SE,4.0,Basic,5.0,Married,2.0,1,3,1,Executive,21460.0,Female,FM
203022,1986-01,0,39.0,Company Invited,1,9.0,Salaried,7.0,2010-02-01,1,2,2010,CI,2.0,Deluxe,5.0,Unmarried,8.0,1,2,1,Manager,24658.0,Female,FU
203023,1990-01,0,35.0,Self Enquiry,1,9.0,Small Business,5.0,2014-07-16,16,7,2014,SE,5.0,Basic,5.0,Unmarried,3.0,0,2,1,Executive,23059.0,Female,FU
203024,1989-01,0,36.0,Self Enquiry,3,15.0,Salaried,5.0,2013-11-24,24,11,2013,SE,4.0,Basic,3.0,Divorced,3.0,0,3,0,Executive,21250.0,Female,FD
203025,1994-01,0,31.0,Self Enquiry,1,7.0,Salaried,4.0,2012-06-03,3,6,2012,SE,6.0,Basic,3.0,Divorced,5.0,0,4,1,Executive,22511.0,Male,MD
203026,1984-01,0,41.0,Company Invited,1,9.0,Small Business,5.0,2015-12-20,20,12,2015,CI,2.0,Deluxe,4.0,Divorced,3.0,0,3,0,Manager,22922.0,Female,FD
203027,1990-01,0,35.0,Self Enquiry,3,15.0,Salaried,5.0,2013-05-10,10,5,2013,SE,4.0,Deluxe,5.0,Divorced,7.0,0,2,1,Manager,25178.0,Female,FD
203028,1982-01,0,43.0,Company Invited,1,15.0,Salaried,6.0,2012-04-08,8,4,2012,CI,4.0,King,3.0,Married,3.0,0,5,0,VP,37108.0,Male,MM
203029,2001-01,1,24.0,Self Enquiry,1,13.0,Salaried,7.0,2010-09-07,7,9,2010,SE,2.0,Basic,5.0,Divorced,3.0,1,3,1,Executive,20279.0,Male,MD
203030,2000-01,0,25.0,Company Invited,1,16.0,Salaried,4.0,2010-07-20,20,7,2010,CI,5.0,Basic,4.0,Married,3.0,0,5,1,Executive,21372.0,Male,MM
203031,1972-01,0,53.0,Self Enquiry,1,18.0,Salaried,5.0,2013-08-23,23,8,2013,SE,4.0,Deluxe,3.0,Divorced,2.0,0,2,1,Manager,21827.0,Female,FD
203032,1974-01,0,51.0,Self Enquiry,1,9.0,Small Business,6.0,2014-01-11,11,1,2014,SE,4.0,Super Deluxe,3.0,Divorced,3.0,0,2,0,AVP,36317.0,Male,MD
203033,1995-01,1,30.0,Self Enquiry,1,7.0,Salaried,4.0,2012-08-04,4,8,2012,SE,5.0,Basic,5.0,Divorced,3.0,1,2,0,Executive,20997.0,Female,FD
203034,1991-01,0,34.0,Self Enquiry,1,14.0,Small Business,4.0,2010-10-10,10,10,2010,SE,4.0,Standard,3.0,Divorced,2.0,0,4,0,Senior Manager,30369.0,Male,MD
203035,1991-01,1,34.0,Self Enquiry,3,23.0,Small Business,5.0,2014-02-25,25,2,2014,SE,4.0,Deluxe,5.0,Unmarried,7.0,0,3,1,Manager,24002.0,Female,FU
203036,1977-01,0,48.0,Self Enquiry,1,9.0,Salaried,4.0,2014-04-05,5,4,2014,SE,4.0,Super Deluxe,3.0,Divorced,3.0,1,4,1,AVP,35430.0,Female,FD
203037,1988-01,0,37.0,Self Enquiry,1,7.0,Salaried,4.0,2014-03-23,23,3,2014,SE,4.0,Deluxe,4.0,Divorced,2.0,0,5,0,Manager,23906.0,Female,FD
203038,1995-01,0,30.0,Self Enquiry,1,30.0,Salaried,5.0,2010-09-18,18,9,2010,SE,2.0,Basic,3.0,Divorced,3.0,0,2,1,Executive,21378.0,Male,MD
203039,1966-01,1,59.0,Self Enquiry,1,9.0,Salaried,5.0,2013-09-21,21,9,2013,SE,4.0,King,4.0,Single,3.0,1,3,1,VP,37924.0,Male,MS
203040,1989-01,0,36.0,Self Enquiry,1,7.0,Salaried,4.0,2010-05-09,9,5,2010,SE,2.0,Basic,3.0,Single,5.0,0,3,0,Executive,21184.0,Female,FS
203041,1982-01,0,43.0,Self Enquiry,1,7.0,Salaried,5.0,2011-07-06,6,7,2011,SE,5.0,Deluxe,3.0,Divorced,2.0,1,3,0,Manager,24740.0,Female,FD
203042,1996-01,1,29.0,Self Enquiry,1,9.0,Small Business,4.0,2014-03-23,23,3,2014,SE,4.0,Basic,3.0,Unmarried,8.0,0,3,0,Executive,23060.0,Male,MU
203043,1988-01,0,37.0,Self Enquiry,2,20.0,Salaried,4.0,2015-03-16,16,3,2015,SE,4.0,Basic,4.0,Divorced,6.0,0,3,1,Executive,20821.0,Male,MD
203044,1992-01,0,33.0,Self Enquiry,1,11.0,Salaried,5.0,2012-08-21,21,8,2012,SE,5.0,Deluxe,3.0,Divorced,3.0,0,4,1,Manager,24840.0,Female,FD
203045,1984-01,0,41.0,Company Invited,1,23.0,Small Business,5.0,2014-08-28,28,8,2014,CI,5.0,Deluxe,3.0,Unmarried,8.0,0,5,1,Manager,23772.0,Male,MU
203046,1994-01,0,31.0,Self Enquiry,1,9.0,Small Business,5.0,2011-08-08,8,8,2011,SE,5.0,Deluxe,3.0,Unmarried,7.0,1,2,1,Manager,25555.0,Female,FU
203047,1979-01,0,46.0,Self Enquiry,1,9.0,Salaried,6.0,2011-03-23,23,3,2011,SE,5.0,Basic,3.0,Single,3.0,0,3,1,Executive,20952.0,Female,FS
203048,1982-01,0,43.0,Self Enquiry,1,36.0,Salaried,6.0,2014-10-01,1,10,2014,SE,4.0,Deluxe,4.0,Divorced,3.0,0,3,1,Manager,23112.0,Male,MD
203049,1986-01,0,39.0,Company Invited,1,19.0,Salaried,4.0,2011-07-14,14,7,2011,CI,5.0,Deluxe,5.0,Married,4.0,0,5,1,Manager,24966.0,Male,MM
203050,1990-01,0,35.0,Company Invited,1,23.0,Salaried,6.0,2012-02-11,11,2,2012,CI,5.0,Basic,3.0,Single,3.0,0,5,1,Executive,21231.0,Female,FS
203051,1975-01,1,50.0,Self Enquiry,3,18.0,Small Business,5.0,2014-07-05,5,7,2014,SE,4.0,Standard,3.0,Divorced,3.0,0,4,0,Senior Manager,26332.0,Female,FD
203052,1969-01,1,56.0,Self Enquiry,3,9.0,Small Business,5.0,2015-04-28,28,4,2015,SE,4.0,Deluxe,3.0,Unmarried,6.0,0,2,0,Manager,23838.0,Male,MU
203053,1981-01,0,44.0,Self Enquiry,1,21.0,Salaried,5.0,2013-02-20,20,2,2013,SE,4.0,Super Deluxe,5.0,Divorced,3.0,0,5,1,AVP,35837.0,Male,MD
203054,1997-01,0,28.0,Self Enquiry,1,12.0,Large Business,4.0,2013-07-06,6,7,2013,SE,5.0,Standard,3.0,Married,3.0,1,3,0,Senior Manager,31486.0,Male,MM
203055,1989-01,0,36.0,Self Enquiry,1,14.0,Salaried,4.0,2015-06-19,19,6,2015,SE,4.0,Standard,3.0,Single,5.0,0,3,0,Senior Manager,28899.0,Male,MS
203056,1996-01,0,29.0,Self Enquiry,3,9.0,Small Business,4.0,2014-09-01,1,9,2014,SE,4.0,Deluxe,4.0,Divorced,3.0,1,3,1,Manager,23457.0,Female,FD
203057,1990-01,0,35.0,Self Enquiry,2,10.0,Salaried,5.0,2014-10-04,4,10,2014,SE,4.0,Basic,3.0,Divorced,2.0,0,2,1,Executive,22415.0,Male,MD
203058,1998-01,1,27.0,Company Invited,1,12.0,Small Business,5.0,2015-01-17,17,1,2015,CI,5.0,Basic,3.0,Divorced,3.0,1,2,0,Executive,21044.0,Female,FD
203059,1997-01,0,28.0,Company Invited,1,10.0,Small Business,4.0,2011-11-06,6,11,2011,CI,4.0,Basic,3.0,Divorced,3.0,0,2,1,Executive,20384.0,Male,MD
203060,1973-01,0,52.0,Self Enquiry,3,33.0,Small Business,5.0,2015-07-07,7,7,2015,SE,4.0,Super Deluxe,3.0,Divorced,4.0,0,3,0,AVP,34985.0,Female,FD
203061,1980-01,0,45.0,Self Enquiry,1,11.0,Small Business,4.0,2011-08-02,2,8,2011,SE,4.0,Deluxe,4.0,Unmarried,2.0,0,2,1,Manager,24611.0,Male,MU
203062,1999-01,0,26.0,Self Enquiry,1,9.0,Small Business,7.0,2013-06-25,25,6,2013,SE,2.0,Basic,5.0,Unmarried,2.0,0,2,1,Executive,22102.0,Male,MU
203063,1991-01,0,34.0,Self Enquiry,3,7.0,Small Business,4.0,2010-08-26,26,8,2010,SE,2.0,Deluxe,5.0,Married,3.0,0,4,0,Manager,22715.0,Male,MM
203064,1989-01,0,36.0,Self Enquiry,1,34.0,Small Business,5.0,2015-01-18,18,1,2015,SE,5.0,Basic,5.0,Single,3.0,0,4,1,Executive,21237.0,Female,FS
203065,1988-01,0,37.0,Self Enquiry,3,7.0,Salaried,5.0,2012-02-08,8,2,2012,SE,4.0,Deluxe,3.0,Divorced,3.0,1,3,1,Manager,24879.0,Male,MD
203066,1992-01,0,33.0,Self Enquiry,3,20.0,Salaried,5.0,2013-09-17,17,9,2013,SE,4.0,Deluxe,3.0,Married,4.0,0,2,0,Manager,23081.0,Male,MM
203067,1994-01,0,31.0,Company Invited,1,12.0,Salaried,5.0,2014-04-29,29,4,2014,CI,5.0,Basic,3.0,Married,2.0,0,5,0,Executive,22439.0,Male,MM
203068,1971-01,0,54.0,Self Enquiry,3,14.0,Small Business,5.0,2014-04-23,23,4,2014,SE,5.0,Standard,3.0,Divorced,2.0,1,2,0,Senior Manager,29612.0,Female,FD
203069,1979-01,0,46.0,Self Enquiry,3,16.0,Small Business,5.0,2014-02-03,3,2,2014,SE,4.0,Standard,5.0,Married,6.0,1,2,1,Senior Manager,29439.0,Male,MM
203070,1992-01,0,33.0,Self Enquiry,1,15.0,Small Business,7.0,2013-03-09,9,3,2013,SE,2.0,Deluxe,3.0,Divorced,7.0,0,3,1,Manager,23853.0,Female,FD
203071,1972-01,0,53.0,Company Invited,1,32.0,Small Business,5.0,2011-02-25,25,2,2011,CI,5.0,Super Deluxe,3.0,Divorced,5.0,0,5,0,AVP,32504.0,Female,FD
203072,1987-01,0,38.0,Self Enquiry,3,23.0,Small Business,7.0,2012-07-23,23,7,2012,SE,5.0,Deluxe,3.0,Married,6.0,0,5,1,Manager,25012.0,Male,MM
203073,1996-01,0,29.0,Self Enquiry,2,15.0,Small Business,6.0,2013-06-10,10,6,2013,SE,5.0,Basic,3.0,Married,3.0,0,2,0,Executive,23614.0,Male,MM
203074,2002-01,0,23.0,Self Enquiry,1,7.0,Salaried,4.0,2015-07-17,17,7,2015,SE,5.0,Deluxe,3.0,Divorced,8.0,0,2,1,Manager,23453.0,Male,MD
203075,1980-01,0,45.0,Self Enquiry,1,15.0,Salaried,7.0,2013-01-25,25,1,2013,SE,2.0,Basic,3.0,Divorced,4.0,1,3,1,Executive,21496.0,Male,MD
203076,1982-01,0,43.0,Company Invited,1,9.0,Small Business,5.0,2015-12-05,5,12,2015,CI,4.0,Basic,3.0,Single,7.0,1,2,0,Executive,21193.0,Male,MS
203077,1988-01,0,37.0,Self Enquiry,2,15.0,Salaried,7.0,2015-09-06,6,9,2015,SE,5.0,Basic,5.0,Divorced,2.0,0,2,1,Executive,21020.0,Male,MD
203078,1999-01,0,26.0,Self Enquiry,3,10.0,Salaried,5.0,2013-07-25,25,7,2013,SE,4.0,Deluxe,5.0,Divorced,3.0,1,4,1,Manager,22872.0,Male,MD
203079,1989-01,0,36.0,Self Enquiry,1,16.0,Salaried,6.0,2014-11-09,9,11,2014,SE,5.0,Standard,3.0,Divorced,3.0,1,4,1,Senior Manager,29363.0,Female,FD
203080,1989-01,1,36.0,Company Invited,1,32.0,Salaried,5.0,2011-08-17,17,8,2011,CI,4.0,Basic,4.0,Married,3.0,1,3,0,Executive,20700.0,Female,FM
203081,1992-01,0,33.0,Company Invited,1,7.0,Salaried,5.0,2015-11-28,28,11,2015,CI,4.0,Basic,3.0,Married,2.0,0,5,0,Executive,20992.0,Male,MM
203082,1999-01,0,26.0,Self Enquiry,3,11.0,Small Business,5.0,2015-01-28,28,1,2015,SE,5.0,Deluxe,5.0,Divorced,3.0,0,3,1,Manager,22934.0,Male,MD
203083,1975-01,0,50.0,Self Enquiry,1,7.0,Large Business,4.0,2015-02-24,24,2,2015,SE,4.0,Basic,5.0,Divorced,4.0,0,4,1,Executive,22258.0,Female,FD
203084,2000-01,0,25.0,Company Invited,1,11.0,Salaried,4.0,2012-05-24,24,5,2012,CI,5.0,Basic,3.0,Divorced,2.0,0,3,0,Executive,21840.0,Male,MD
203085,1992-01,0,33.0,Company Invited,3,12.0,Salaried,5.0,2010-09-01,1,9,2010,CI,4.0,Deluxe,4.0,Divorced,3.0,0,3,1,Manager,25202.0,Male,MD
203086,1986-01,0,39.0,Self Enquiry,3,16.0,Small Business,5.0,2013-05-27,27,5,2013,SE,5.0,Basic,4.0,Divorced,2.0,0,4,0,Executive,21577.0,Male,MD
203087,1982-01,0,43.0,Self Enquiry,1,10.0,Salaried,5.0,2013-11-08,8,11,2013,SE,2.0,Deluxe,3.0,Divorced,4.0,1,5,0,Manager,23909.0,Female,FD
203088,1993-01,0,32.0,Self Enquiry,1,18.0,Salaried,5.0,2013-12-14,14,12,2013,SE,4.0,Basic,3.0,Divorced,5.0,1,3,1,Executive,21034.0,Male,MD
203089,1995-01,1,30.0,Self Enquiry,3,7.0,Small Business,5.0,2014-02-05,5,2,2014,SE,5.0,Basic,3.0,Married,8.0,1,2,0,Executive,21478.0,Female,FM
203090,1971-01,0,54.0,Self Enquiry,3,15.0,Small Business,7.0,2010-12-12,12,12,2010,SE,4.0,Super Deluxe,3.0,Divorced,7.0,0,3,0,AVP,30514.0,Male,MD
203091,1989-01,0,36.0,Self Enquiry,1,32.0,Large Business,6.0,2012-03-27,27,3,2012,SE,5.0,Standard,4.0,Divorced,5.0,0,3,1,Senior Manager,29581.0,Male,MD
203092,1987-01,0,38.0,Company Invited,3,28.0,Small Business,5.0,2012-12-07,7,12,2012,CI,4.0,Basic,3.0,Divorced,7.0,0,2,1,Executive,21651.0,Female,FD
203093,1971-01,0,54.0,Self Enquiry,1,30.0,Salaried,6.0,2011-11-22,22,11,2011,SE,4.0,Super Deluxe,3.0,Single,8.0,0,5,1,AVP,32953.0,Female,FS
203094,1981-01,0,44.0,Company Invited,1,7.0,Salaried,5.0,2010-05-14,14,5,2010,CI,4.0,Deluxe,3.0,Divorced,6.0,0,2,1,Manager,24240.0,Female,FD
203095,1977-01,0,48.0,Self Enquiry,3,9.0,Small Business,4.0,2010-01-17,17,1,2010,SE,4.0,Deluxe,3.0,Divorced,2.0,1,2,1,Manager,23215.0,Female,FD
203096,1987-01,0,38.0,Company Invited,3,26.0,Small Business,4.0,2014-03-06,6,3,2014,CI,4.0,Standard,4.0,Unmarried,3.0,1,5,0,Senior Manager,26320.0,Male,MU
203097,1974-01,0,51.0,Company Invited,1,9.0,Salaried,7.0,2011-11-26,26,11,2011,CI,4.0,Super Deluxe,5.0,Married,3.0,0,5,1,AVP,36602.0,Male,MM
203098,1985-01,0,40.0,Self Enquiry,2,9.0,Salaried,4.0,2012-05-23,23,5,2012,SE,5.0,Deluxe,3.0,Divorced,2.0,0,3,0,Manager,23882.0,Female,FD
203099,1991-01,0,34.0,Self Enquiry,2,10.0,Salaried,5.0,2013-11-15,15,11,2013,SE,4.0,Basic,4.0,Married,5.0,1,5,0,Executive,20955.0,Male,MM
203100,1992-01,1,33.0,Self Enquiry,1,32.0,Salaried,4.0,2015-02-07,7,2,2015,SE,4.0,Basic,3.0,Unmarried,3.0,1,5,1,Executive,21473.0,Male,MU
203101,1995-01,0,30.0,Self Enquiry,1,14.0,Small Business,5.0,2012-11-14,14,11,2012,SE,5.0,Basic,3.0,Married,8.0,0,5,1,Executive,21210.0,Female,FM
203102,1980-01,0,45.0,Self Enquiry,1,16.0,Salaried,5.0,2015-11-26,26,11,2015,SE,4.0,Basic,5.0,Divorced,3.0,1,3,1,Executive,21237.0,Male,MD
203103,1996-01,0,29.0,Self Enquiry,3,12.0,Small Business,5.0,2014-07-24,24,7,2014,SE,4.0,Deluxe,3.0,Unmarried,3.0,0,3,1,Manager,23586.0,Male,MU
203104,1966-01,1,59.0,Company Invited,1,9.0,Salaried,4.0,2012-03-25,25,3,2012,CI,5.0,Basic,3.0,Married,2.0,1,2,0,Executive,21058.0,Male,MM
203105,1981-01,0,44.0,Self Enquiry,1,15.0,Salaried,4.0,2011-05-30,30,5,2011,SE,4.0,Deluxe,4.0,Married,6.0,0,3,1,Manager,23443.0,Female,FM
203106,2004-01,1,21.0,Self Enquiry,3,9.0,Small Business,5.0,2011-12-07,7,12,2011,SE,5.0,Basic,3.0,Single,3.0,0,4,0,Executive,20722.0,Female,FS
203107,2003-01,1,22.0,Self Enquiry,1,25.0,Salaried,6.0,2010-09-28,28,9,2010,SE,4.0,Basic,3.0,Unmarried,3.0,0,3,1,Executive,21371.0,Female,FU
203108,1988-01,0,37.0,Self Enquiry,1,21.0,Salaried,7.0,2013-04-08,8,4,2013,SE,4.0,Deluxe,3.0,Divorced,2.0,1,5,1,Manager,25264.0,Male,MD
203109,1977-01,0,48.0,Self Enquiry,3,9.0,Salaried,5.0,2015-08-16,16,8,2015,SE,5.0,Basic,3.0,Unmarried,3.0,1,2,1,Executive,21972.0,Female,FU
203110,2002-01,1,23.0,Self Enquiry,1,10.0,Salaried,5.0,2010-07-07,7,7,2010,SE,4.0,Deluxe,3.0,Divorced,2.0,1,5,1,Manager,22849.0,Female,FD
203111,1983-01,1,42.0,Self Enquiry,1,9.0,Salaried,4.0,2014-11-25,25,11,2014,SE,6.0,Basic,3.0,Married,6.0,1,3,0,Executive,21456.0,Female,FM
203112,1996-01,0,29.0,Self Enquiry,1,16.0,Small Business,6.0,2015-09-26,26,9,2015,SE,4.0,Basic,3.0,Married,7.0,0,3,1,Executive,21055.0,Female,FM
203113,1985-01,1,40.0,Self Enquiry,1,13.0,Small Business,6.0,2012-01-31,31,1,2012,SE,4.0,Basic,5.0,Divorced,2.0,1,2,1,Executive,21082.0,Male,MD
203114,1997-01,0,28.0,Self Enquiry,1,11.0,Salaried,6.0,2011-05-11,11,5,2011,SE,4.0,Basic,3.0,Single,3.0,0,2,1,Executive,20996.0,Female,FS
